component,bagofwords
org.wordpress.android.ui.reader.utils.ReaderIframeScanner,public Reader Iframe Scanner String content Post Content void begin Html Utils Listener listener null throw Illegal Argument Exception required Matcher matcher IFRAME PATTERN while find substring start Attr Value Text Empty Found Completed 
org.wordpress.android.ui.reader.utils.ReaderXPostUtils,public static String Post Title Null Reader post starts With return substring else Spanned Subtitle Html boolean Comment Excerpt comment name Author First Name subtitle format COMMENT XPOST SITE strong From Site from 
org.wordpress.android.ui.reader.utils.ReaderImageScanner,public Reader Image Scanner String content Post boolean Private Content Contains Images null contains void begin Html Utils Listener listener throw Illegal Argument Exception required Completed return Matcher PATTERN matcher while find image substring start Attr Value Text Empty Found Largest Width current width Math Query Param 
org.wordpress.android.ui.reader.utils.ReaderLinkMovementMethod,public static Reader Link Movement Method Instance boolean Private null true return else false Override Touch Event Null Text View text Spannable buffer Motion event Action ACTION Total Padding Left Scroll Layout layout line Line Vertical Offset Horizontal Image images Spans class length String Utils Source Activity Launcher show Photo Viewer Context super catch Found Exception UTILS 
org.wordpress.android.ui.reader.utils.ImageSizeMap,public Image Size String json Text Utils Empty equals EMPTY JSON return Object Iterator keys Next while Attach next null mime type starts With image norm normalize remove Query width height this catch Exception READER final else super Largest Width current Entry attach entry Value 
org.wordpress.android.ui.reader.utils.ReaderHtmlUtils,public static Width Attr Value final String null return Matcher matcher WIDTH ATTR PATTERN find Utils string substring start else Height HEIGHT Query Param param starts With http contains parse Parameter 
org.wordpress.android.ui.reader.models.ReaderBlogIdPostId,public Reader Blog Post long blog post this return 
org.wordpress.android.ui.reader.models.ReaderImageList,public Reader Image List boolean Private index final String image null this Empty return fixed size equals void starts With http 
org.wordpress.android.ui.reader.models.ReaderBlogIdPostIdList,public Reader Blog Post List super Serializable serialized null instanceof Array list Pair this index long blog post size return 
org.wordpress.android.ui.reader.adapters.ReaderUserAdapter,public Reader User Adapter Context context super Avatar Resources Dimension Pixel Size dimen avatar small Stable true void Data Loaded Listener listener Override Item Count return Users size View Holder Create Group parent view Type Layout Inflater from inflate layout reader listitem user false Bind holder position final Name Text Display Visibility VISIBLE Domain Click Blog Activity Launcher show Preview blog else GONE null Image Gravatar Utils Network AVATAR Default long users clear notify Changed Empty 
org.wordpress.android.ui.reader.adapters.ReaderTagAdapter,public Reader Adapter Context context super Stable true Weak Reference void Deleted Listener listener Data Loaded Interfaces refresh Task Running READER task already running return Tags execute Executor Async THREAD POOL EXECUTOR Override Item Count size boolean Empty long position Name hash Code View Holder Create Group parent view Type Layout Inflater from inflate layout reader listitem false Bind holder final Text Capitalized Remove Click perform private String Network Utils check Connection Actions action Result succeeded Toast show string toast remove FOLLOWED success DELETE index notify Removed null 
org.wordpress.android.ui.reader.adapters.ReaderMenuAdapter,public Reader Menu Adapter Context context Null List Integer menu Items super Inflater Layout from Override Count return size Object position long View convert Group parent Holder holder null inflate layout popup item false else icon switch case ITEM FOLLOW string reader follow drawable break UNFOLLOW unfollow following BLOCK block blog default Text Image Resource 
org.wordpress.android.ui.reader.adapters.ReaderPostAdapter,Override public Item View Type position Blog Preview return VIEW TYPE BLOG INFO else Marker Position MARKER Xpost XPOST Recycler Holder Create Group parent Context context switch case Info Reader xpost Layout Inflater from inflate layout reader cardview false Post default void Bind final holder instanceof render blog Loaded Listener load Current Feed private Avatar Image Display Small Network AVATAR show Default Gravatar Blavatar Medium BLAVATAR Title Text Utils Subtitle Html Click Selected null check More Types String date Line Author Name equals Ignore Case Date Time java Span Published image blavatar From Header Activity Launcher Excerpt Visibility VISIBLE GONE Margin Featured Photon Width Height PHOTO Large Video Show Thumbnail Linear Params params word Count Discover format Word reading Minutes READING WORDS MINUTE TIME MINUTES Reading Empty make Hash Likes Comments Logged FOLLOWED Popup Data discover Attribution EDITOR PICK break SITE open Adapter super Resources Dimension Pixel Size dimen medium small Extra extra margin large string label count time minutes display featured height Stable true Interfaces listener Requested Actions Same reload boolean long feed clear Posts notify Changed refresh remove Removed posts index Custom First size ITEM CUSTOM like Liked User toggle Replies Jetpack Open comment Follow Status Following Followed 
org.wordpress.android.ui.reader.adapters.ReaderBlogAdapter,Suppress Warnings Unused Parameters public Reader Blog Adapter Context context Type blog super Stable false void Data Loaded Listener Interfaces listener Click refresh Task Running READER load blogs task already running return Blogs execute Executor Async THREAD POOL EXECUTOR boolean Empty Item Count Override switch case RECOMMENDED Recommended size FOLLOWED Followed default long position View VIEW TYPE ITEM Recycler Holder Create Group parent view item Layout Inflater from inflate layout reader listitem null Bind holder final instanceof Title Text Description Reason Utils Host Image Network BLAVATAR break Info Name else string untitled post Feed Clicked 
org.wordpress.android.ui.reader.adapters.ReaderCommentAdapter,public Reader Comment Adapter Context context Post post Private null Logged Utils Indent Level Resources Dimension Pixel Size dimen reader comment indent level Avatar avatar extra small display Width Display card Margin margin content Padding padding medium Content Color Author color blue grey dark Highlight lighten Stable true void Reply Listener Request reply Data Loaded Interfaces data Requested Actions Header Click Enabled boolean header Override Item View Type position return VIEW TYPE HEADER COMMENT refresh Comments Task Running READER adapter comments task already running execute Executor Async THREAD POOL EXECUTOR Count size HEADERS Empty Recycler Holder Create Group parent view switch case Layout Params MATCH PARENT WRAP CONTENT default Inflater from inflate layout listitem false Bind holder instanceof Activity Launcher show Detail blog final Text Name java util Date Published Time Java Span String Gravatar Image Network AVATAR else Default Blog author Preview Math INDENT LEVEL Relative params spacer width Visibility VISIBLE GONE Html container Background progress Show Progress Highlighted WHITE Like Status More Exist long private count Likes Selected Liked Current User toggle notify Changed remove index replace 
org.wordpress.android.ui.reader.actions.ReaderCommentActions,public static long generate Fake Comment return System current Time Millis Reader submit Post final post fake String comment Text reply Actions Listener action null Utils Empty page Number Table Page blog else Last parent Date Published java timestamp User Current Author Avatar Name Display Update path sites posts replies comments Long params Hash content Rest Request listener Override void Response JSON Object json delete READER succeeded from Json Result true Error error Volley volley failed false submitting Word Press Client boolean perform Like Asking Currently Liked like unchanged Likes unlike likes mine success Bool format From 
org.wordpress.android.ui.reader.actions.ReaderBlogActions,public static boolean follow Blog final long blog Asking Follow Action Listener action null Result false return Reader Table Followed Post Status Posts Analytics Utils track With Details Tracker READER BLOG FOLLOWED else UNFOLLOWED String Name unfollow path sites follows mine delete wordpress rest Rest Request listener Override void Response JSON Object json success Successful succeeded failed local Revert Error error Volley volley with Word Press Client post true Feed feed Info internal update Update Text Empty From private read following Encode performed info cannot without either handle status Code Auth Http FORBIDDEN retrying Host check Reachable Actions request response instanceof android Failure Method Queue Blocked block deleted Following blocking Long undo Boolean unblock unblocking 
org.wordpress.android.ui.reader.actions.ReaderPostActions,like unlike passed post public static boolean perform Like Action final Reader Post Asking Currently Liked Table User READER unchanged return false Likes blog String action Name path sites posts likes else mine delete wordpress rest Rest Request Listener listener Override void Response JSON Object json format succeeded Error error Volley volley Utils From Text Empty failed Word Press Client true update local Update Result result read meta handle null FAILED updating private Handler handler Thread server from Json Changes Same updated Replies Followed Comments Open Title CHANGED UNCHANGED Runnable start similar used when doesn already exist request long Actions Success status Code code Failure requesting bump Page View Private Admin Remote Blog skipped page view user admin response Method Tracking Pixel Headers throws Auth headers Hash Referer TRACKING REFERRER Queue 
org.wordpress.android.ui.reader.actions.ReaderActions,public boolean Changed return this CHANGED 
org.wordpress.android.ui.reader.actions.ReaderTagActions,perform passed action this optimistic returns before call completes public static boolean Action final Reader Actions Listener null Result false Type DEFAULT READER cannot delete default String path Name Utils sanitize With Dashes switch case DELETE Table read tags mine break endpoint posts Topic FOLLOWED Update wordpress rest Rest Request listener Override void Response JSON Object json name succeeded true Error error Volley volley From Success equals already subscribed with failed Word Press Client 
org.wordpress.android.ui.reader.views.ReaderBlogInfoView,public Reader Blog Info View Context context super init Attribute attrs Style void Loaded Listener listener load long blog feed Feed final local Table else Toast Utils show string reader toast info return null Time Update Actions Override Result server update private Same Group layout find Description description Text Name name Domain domain Follow Count follow count untitled post Host Visibility VISIBLE GONE String format label Subscribers Logged Button Followed Following Click toggle Status Network check Connection boolean Asking succeeded Enabled true unfollow false result Animated 
org.wordpress.android.ui.reader.views.ReaderIconCountView,public Reader Icon Count View Context context super init null Attribute attrs Style Image return void Selected boolean selected Text Override Enabled enabled count Type ICON LIKE Utils Short Like Label else Format format 
org.wordpress.android.ui.reader.views.ReaderRecyclerView,public Reader Recycler View Context context super initialize Attribute attrs Style boolean Scroll return Vertically Child null Offset compute 
org.wordpress.android.ui.reader.views.ReaderGapMarkerView,public Reader Marker View Context context super init Attribute attrs Style private void view inflate layout reader marker this Text find Image image Progress progress Click Listener Override fill Current hide 
org.wordpress.android.ui.reader.views.ReaderCommentsPostHeaderView,public Reader Comments Post Header View Context context super init Attribute attrs Style void final post null return Text Title find title Blog Name blog name Dateline dateline Network Image Avatar image avatar else string reader untitled java util Published Time Utils Java String Line Span Open Replies Short Label Like Likes Resources Dimension Pixel Size dimen extra small Gravatar blavatar From Type BLAVATAR Display 
org.wordpress.android.ui.reader.views.ReaderLikingUsersView,public Reader Liking Users View Context context this null Attribute attrs super Orientation HORIZONTAL Gravity CENTER VERTICAL Like Avatar Resources Dimension Pixel Size dimen avatar small void show final Post post return Handler handler Thread Override Avatars List Table Likes Array String avatars Urls Runnable start 
org.wordpress.android.ui.reader.views.ReaderPhotoView,public Reader Photo View Context context this null Attribute attrs super inflate layout reader photo view Image find image Error Text error Progress progress loading param Width maximum width full size Private whether from private blog listener taps void String boolean Listener Utils Resized Photon Quality MEDIUM Layout Empty return Requesting Container READER already requesting Point Display Pixel Size Math show Word Press Loader Override Response Volley hide final response Immediate post Runnable handle Bitmap true false Attacher attacher float protected changed left right bottom Edit Mode Initial initial 
org.wordpress.android.ui.reader.views.ReaderTagInfoView,public Reader Info View Context context super init Attribute attrs Style void Current final null return Text Name find Utils make Hash Logged Follow Button Visibility GONE else VISIBLE Followed Table Click Listener Override toggle Status private Network check Connection boolean Asking Actions action DELETE listener Result succeeded Enabled true string reader toast remove Toast show false perform Animated 
org.wordpress.android.ui.reader.views.ReaderFollowButton,public Reader Follow Button Context context super init View Attribute attrs Style Override void Enabled boolean enabled Text Image Followed false Animated true private animate Changes Selected return Object Animator Float this SCALE Repeat Mode Value REVERSE Count Listener Adapter Animation animation update long duration Resources Integer android integer config short Time play Duration Interpolator Accelerate Decelerate start else 
org.wordpress.android.ui.reader.views.ReaderWebView,public Reader View Context context super init Override void destroy Destroyed true boolean return Attribute attrs Style Click Listener listener Page Finished Custom Private Post Blog Scheme Https blog Showing Chrome Client hide Hide Touch Event Motion event Action ACTION null Test Result Valid Clicked Extra Utils Image this else 
org.wordpress.android.ui.reader.services.ReaderUpdateService,public static void start Service Context context Enum Update Task tasks null size return Intent intent Reader class Extra UPDATE TASKS Override Binder Create super READER reader service created Destroy destroyed Start Command flags Serializable perform Tasks START STICKY update tags user followed also handles recommended popular since they included response private Tags wordpress rest Rest Request Listener listener Response JSON Object json Error error Volley volley Completed TAGS updating Word Press Client Utils menu final Thread server Topics parse default Type DEFAULT Logged FOLLOWED else subscribed local Table Default Followed Same topics changed delete Deletions replace Event post Events Changed Recommended RECOMMENDED false request blogs current following Blogs BLOGS mine meta site Cfeed from Json latest replaces ones String path recommendations source mobile number Integer Constants REQUEST 
org.wordpress.android.ui.reader.services.ReaderPostService,public static void start Service Context context Reader Update Action action Intent intent Post class Extra ACTION Blog long blog BLOG Feed feed FEED Override Binder return null Create super READER reader post service created Destroy destroyed Start Command flags START STICKY Serializable else REQUEST NEWER Event Default Events Posts Started update With Long private final request Result Listener result Ended stop Self listener String path Relative Endpoint Text Utils Empty FAILED Builder append number Constants POSTS order DESC before Date switch case OLDER Table Oldest break THAN Marker default Encode wordpress rest Rest Request Response JSON Object json Last Updated handle Error error Volley volley Word Press Client sites posts meta likes updating Thread server from Json compare Changed Server size Overlap remove added marker Name delete Older Than UNCHANGED attempt fill returned nothing requested response 
org.wordpress.android.ui.reader.services.ReaderCommentService,public static void start Service Context context long blog post boolean request Next Page null return Intent intent Reader Comment class Extra BLOG POST NEXT PAGE comment COMMENT stop Override Binder Create super READER reader service created Destroy destroyed Start Command flags START STICKY Event Default Events Update Comments Started final Long Boolean false prev Table Last Number Post Current else update Result Listener result Exists Changed Ended Self this private page Actions String path sites posts replies number Integer Constants COMMENTS REQUEST meta likes hierarchical true order Rest Request listener Response JSON Object json handle Error error Volley volley FAILED updating comments Word Press Client Utils Thread Database Writable begin Transaction server Array length from Json Likes Child data User liking Users size Successful finally UNCHANGED 
org.wordpress.android.ui.CustomSpinner,public Custom Spinner Context context Attribute attrs super Override void Selection position Filter CUSTOM DATE ordinal ignore Reflection Item Selected Even Unchanged Listener listener this 
org.wordpress.android.ui.ViewSiteActivity,Override public void Create Bundle saved Instance State super Activity track Last VIEW SITE finish Launcher slide Right this boolean Options Menu menu Inflater inflater webview return true Item Selected final item View null false android home Back Pressed else refresh reload share Intent ACTION SEND Type text plain Extra EXTRA TEXT start create Chooser Resources Text string link browser String parse Data Lock Manager Extended Timeout 
org.wordpress.android.ui.FilteredRecyclerView,public Filtered Recycler View Context context super init Attribute attrs Style void Refreshing boolean refreshing Swipe Helper return Current Criteria filter position Spinner Adapter Index Selected Item Position Selection Listener setup false Holder adapter Enabled enable Custom Empty private inflate layout filtered list component this spacing Horizontal Vertical Display Utils find recycler view Layout Manager Linear Decoration Components Container custom components toolbar container Toolbar with spinner Text empty Progress Load More progress loading Visibility GONE Override Started post Runnable Network check Connection update Message Type NETWORK ERROR null Data criterias Options Async Loader Criterias Loaded Array Recall else Selecting Remembered Create true parent long selected STATUS already active Label Nothing Visible VISIBLE hide Count String Show string default show which appears bottom when more items Loading Control Click click Background Color color Drawable drawable Right Left Padding padding Bottom scroll First smooth Scroll decor listener remove Expanded child Child 
org.wordpress.android.ui.CheckableFrameLayout,public Checkable Frame Layout Context context super Attribute attrs Style Override boolean Checked return void checked checkbox find View media grid item checkstate null refresh Drawable State Change Listener Changed this frame layout toggle 
org.wordpress.android.ui.DeepLinkingIntentReceiverActivity,Override public void Back Pressed super finish 
org.wordpress.android.ui.ExpandableHeightGridView,public Expandable Height Grid View Context context super Attribute attrs Style boolean Expanded return expanded Override void Measure width Spec height make MEASURED SIZE MASK MOST Group Layout Params params Measured else this 
org.wordpress.android.ui.AppLogViewerActivity,Override public boolean Create Options Menu menu super Item item NONE COPY CLIPBOARD android string copy Show Action SHOW ACTION ROOM Icon drawable content white SHARE reader share return true Selected final switch case home finish Clipboard default 
org.wordpress.android.ui.WPNumberPicker,public Number Picker Context context Attribute attrs super Display Values DISPLAY COUNT Fields Reflection Override void View child index android view Group Layout Params params instanceof Text Pref Utils layout Peek value Formatter formatter 
org.wordpress.android.ui.ActivityLauncher,public static void show Site Picker Result Activity activity blog Local Table Intent intent class Extra LOCAL Options Compat options make Custom Animation anim slide from left nothing start Request Codes SITE PICKER Bundle view Current Context context View From Right Analytics Utils track With Blog Details Tracker Stat OPENED VIEW Stats return TABLE BLOG Plans Posts List POSTS Media Browser MEDIA LIBRARY Pages EXTRA PAGES true Comments COMMENTS Themes Accessible Settings null Preferences SETTINGS Admin ADMIN AUTHENTICATION USER Username PASSWD Password LOAD Login Preview post boolean PREVIEW Categories Interface Default Category Format Word Press save Edit POSTID EDIT edit long Application browse Text Empty Perma Link String append Parameter preview open Using Credentials launch Picture Library Profile PROFILE Account ACCOUNT Notifications Help Support origin Helpshift Helper ORIGIN Certs Self Signed Manager self Instance last Failure Chain Description Last replace CERT DETAILS KEYS catch General Security Exception START MODE CREATE Single remote Remote Model Integer Title Constants ITEM TYPE stats Item REMOTE Type TITLE Hosted FRAGMENT SELF HOSTED instanceof SLIDE FROM RIGHT right else request override Pending Transition 
org.wordpress.android.ui.WebViewActivity,Override public void Create Bundle saved Instance State support Request Window Feature FEATURE PROGRESS super Title configure View find Scroll Style SCROLLBARS INSIDE OVERLAY null load Content layout webview Toolbar toolbar Support Action action Display Show Enabled true Home Back Pressed else boolean Options Item Selected final Menu item android home finish return 
org.wordpress.android.ui.WPLaunchActivity,
org.wordpress.android.ui.VisualEditorOptionsReceiver,
org.wordpress.android.ui.ShareIntentReceiverActivity,Override public void Back Pressed super finish Nothing Selected Adapter View parent Item view position long blog spinner select Blog Account Toast Utils show this string found Duration SHORT else action Action Index Share Clicked share Request Permissions Result request Code Null String permissions grant Results switch case SHARE MEDIA PERMISSION REQUEST CODE Package Manager DENIED media required return break default 
org.wordpress.android.ui.FadeInNetworkImageView,public Fade Network Image View Context context super Attribute attrs Style Override void Bitmap null return duration Resources Integer android integer config short Anim Time Object Animator alpha Float this ALPHA Duration start 
org.wordpress.android.ui.AddQuickPressShortcutActivity,Override public void Create Bundle saved Instance State super Content View layout quickpress shortcut Title Resources Text string window title display Accounts private accounts Word Press Visible Blogs List list find android Image this Background Drawable drawable divider Footer Vertical Fading Edge Enabled false Scroll true size Layout Params FILL PARENT WRAP CONTENT Linear Padding Orientation VERTICAL blog Names String Users blavatars valid Object Hash username Integer null Gravatar Utils From else Adapter Home Item Click Listener position long Quick Shortcut Activity build Dialog Intent Sign class start Result ACCOUNT REQUEST final Alert Builder dialog alert Edit unescape HTML Positive Button Interface which Empty Toast make error LENGTH LONG show Application Context Post Action ACTION MAIN Flags FLAG ACTIVITY TASK CLEAR Extra EXTRA QUICKPRESS BLOG SHORTCUT INTENT NAME ICON RESOURCE Icon from mipmap icon current instantiate Local update Last launcher action INSTALL send Broadcast finish Negative cancel Cancelable create 
org.wordpress.android.ui.RequestCodes,
org.wordpress.android.ui.WPWebViewActivity,public static void open Using WPCOM Credentials Context context String user WPCOMURL Blog blog Post post null UTILS return Text Utils Empty Toast make Resources string invalid site message LENGTH SHORT show auth View Activity Login Intent intent class Extra AUTHENTICATION USER Username PASSWD Password LOAD LOCAL BLOG Local Table SHARABLE Shortlinks start Override finish super Launcher slide Right this Authentication Data authentication Load username password token format redirect Encoder encode Null ENCODING safe Word Press Token contains wordpress login authorization Bearer catch Unsupported Encoding Exception page Gson gson Type type Options from Json home value last Index substring else replace xmlrpc boolean Create Menu menu Inflater inflater webview true Item Selected final item false refresh reload share ACTION SEND plain Bundle extras Extras sharable EXTRA TEXT create Chooser browser parse VIEW Lock Manager Instance Extended Timeout 
org.wordpress.android.ui.prefs.WPSwitchPreference,public Switch Preference Context context Attribute attrs super Typed Array array obtain Styled Attributes styleable Summary Edit Text Index Count index long Click Hint String recycle Override boolean return Utils Empty void hint 
org.wordpress.android.ui.prefs.AccountSettingsFragment,Override public void Create Bundle saved Instance State super Retain true Preferences From Resource account settings Username find String string pref username Email Edit Text With Validation email Primary Site Detail List primary site Address address Input Type TYPE CLASS TEXT VARIATION EMAIL ADDRESS Change Listener this Load Sites Task execute Executor Async THREAD POOL EXECUTOR View Layout Inflater inflater Group container coordinator layout preference false Coordinator return Activity Created refresh Account Details Resume Network Utils Available Helper Default fetch Settings Title Start Event register Stop unregister boolean Object Value null update show Pending Snackbar Enabled else change Blog Summary Options Item Selected Menu item switch case android home finish private Shown Click click cancel make LENGTH INDEFINITE Action button revert Background Color Context Compat color grey dark blue medium support design snackbar Lines pending params Hash Model Rest Param Description post Main Thread Prefs Events Fetch Success event Added Post Error Toast error Duration LONG check 
org.wordpress.android.ui.prefs.SiteSettingsFragment,Override public void Create Bundle saved Instance State super Activity activity Blog Word Press Arguments LOCAL BLOG null Network Utils check Connection finish return Analytics track With Current Details Tracker SITE SETTINGS ACCESSED Should Fetch true Site Settings Interface this Retain Preferences From Resource site settings init Pause Resume false Handler post Delayed Runnable FETCH DELAY Destroy View remove More Screen Toolbar Result request Code result Intent data switch case RELATED POSTS REQUEST CODE Show Related Posts Boolean Extra Dialog SHOW Header HEADER Images IMAGES Change Description break THREADING levels Number Picker VALUE Thread Comments SWITCH ENABLED Threading PAGING Page Paging CLOSE AFTER Close After MULTIPLE LINKS Links Multiple Null Layout Inflater inflater Group container Context themer Theme Wrapper style Calypso local clone view setup List find android list Resources Save Created Child Added parent child title instanceof Text layout Body else Subhead Removed boolean Tree Click screen preference MORE show Moderation Hold Editing Keys Editor string moderation hold description Blacklist blacklist Delete Confirmation Category Format should Object Value Enabled Title String change Tagline Address Language Unknown language code selected Toast unknown error Privacy Integer parse value Allow Nested Send Pingbacks Receive Summary Sort Sorting Levels Count Identity Required User Account Whitelist update Quantity multiple links summary zero other Username Password Location Default Display Width Upload Full Size Item Long Adapter position long Listener Hint hint Hash properties shown HINT TOAST SHOWN Duration SHORT Dismiss dialog size Updated Exception fetch remote Saved Name Local Table Event Core Events Changed Credentials Validated username password incorrect enabled final editable private args TITLE threading DESC TEXT header integer limit Formatter format footer editor Select Enter Status Color Window color action status tint Exit Request Requested Sparse Array checked Items Checked Positions items deleted DELETED LIST ITEMS adapter index simple Empty empty Choice CHOICE MODE button Alert Builder builder input Input Dimension Pixel dimen width Positive Button which entry contains ADDED Negative cancel alert create spacing padding start Feature FEATURE Soft Params SOFT INPUT STATE VISIBLE HIDDEN positive BUTTON POSITIVE negative NEGATIVE Flat account Message sure Cancelable 
org.wordpress.android.ui.prefs.AppSettingsFragment,Override public void Create Bundle saved Instance State super Retain true Preferences From Resource settings Language Detail List find String string pref language Change Listener this Click about licenses Settings Manager Default Shared Activity update Visual Editor Created Resources Configuration locale Resume Title boolean preference null equals return handle About else false Object Value change Options Item Selected Menu item switch case android home finish private Prefs Available Screen account root Category editor remove final Check visual enabled Checked Enabled 
org.wordpress.android.ui.prefs.AboutActivity,Override public void Create Bundle icicle super Content View layout about activity Text version find String string Word Press Name Click Listener this privacy publisher automattic copyright Calendar Instance YEAR parse AUTOMATTIC else PRIVACY POLICY return Lock Manager Extended Timeout start Activity Intent ACTION VIEW boolean Options Item Selected Menu item android home finish true 
org.wordpress.android.ui.prefs.WPPreference,public Preference Context context Attribute attrs super Typed Array array obtain Styled Attributes styleable Detail List Index Count index long Click Hint String recycle Override boolean return Text Utils Empty void hint 
org.wordpress.android.ui.prefs.NumberPickerDialog,public Number Picker Dialog Value DEFAULT VALUE Override Create Bundle saved Instance State Alert Builder builder Activity style Calypso View view inflate layout number picker dialog null Text switch find text Switch Compat Header header value args Arguments Boolean SHOW SWITCH false Visibility VISIBLE String TITLE Checked ENABLED final toggle Container toggleable Enabled else GONE DESC HEADER TEXT Custom Title Formatter Change Listener this Utils Empty Positive Button string Negative cancel return create void Start super positive Interface BUTTON POSITIVE negative NEGATIVE Pref Flat Click which Confirmed dismiss Changed Compound button boolean Dismiss Fragment target Target Result Request Code RESULT Intent format 
org.wordpress.android.ui.prefs.SummaryEditTextPreference,public Summary Edit Text Preference Context context super Attribute attrs Style Lines Typed Array array obtain Styled Attributes styleable Index Count index summary else long Click Hint String recycle Override Dialog return void Interface dialog which Which Button Clicked Dismiss Window Soft Input Mode Manager Layout Params SOFT INPUT STATE HIDDEN Closed BUTTON POSITIVE boolean Utils Empty hint 
org.wordpress.android.ui.prefs.EditTextPreferenceWithValidation,public Edit Text Preference With Validation Context context super Attribute attrs Style Override protected void show Dialog Bundle state final Alert dialog Button positive Interface BUTTON POSITIVE null Click Listener View String error Char Sequence Type EMAIL validate Email else Utils Empty Error call Change dismiss summary Summary Selection length validation 
org.wordpress.android.ui.prefs.PreferenceHint,
org.wordpress.android.ui.prefs.BlogPreferencesActivity,Override public void Create Bundle saved Instance State super Integer Intent Extra LOCAL BLOG blog Word Press Blog null Toast make Text this String string found LENGTH SHORT show finish return Dotcom Flag Action action Support Display Options DISPLAY SHOW CUSTOM Home Enabled true Custom View layout preferences actionbar Fragment Manager fragment site Settings find SETTINGS FRAGMENT Site Arguments Extras begin Transaction replace android content commit else Content Title Utils unescape HTML Name Host Username Edit username Password password Http httpuser httppassword Scaled Image Width scaled Full Size Check full Spinner Button remove account credentials section Visibility GONE VISIBLE Click Listener view With Confirmation load Activity Launcher slide Right protected Pause Deleted Httpuser Httppassword Checked boolean error false width parse trim catch Number Format Exception Alert Dialog Builder dialog Preferences Resources Message image Positive Interface which Cancelable create Selected Item Current Local Table current Menu item home Suppress Warnings unused Event Main Thread Connection Change Receiver event Connected settings disconnected toast Editing private Array Adapter Object spinner simple Original Drop Down dropdown parent position long Nothing Label Position Selection Remove activity managing sure Negative 
org.wordpress.android.ui.prefs.SiteSettingsInterface,Instantiates appropriate self hosted Site Settings Interface public static Activity Blog blog Listener listener null return Dotcom Flag else Self Hosted Returns instance link this SITE SETTINGS PREFS Shared Preferences site Context context MODE PRIVATE Gets tagging value stored false default boolean Geotagging Boolean LOCATION category String Default Category CATEGORY Model Cursor cursor Table move First deserialize From Database name post format Format FORMAT void save edit LANGUAGE language apply location Post Null Title title Tagline tagline Address address Privacy privacy Description switch case string settings private summary hidden Language Code Username username Password password Location Formats Hash Categories categories Integer Names length model Html from Display Text Utils Empty contains STANDARD POST Show Related Posts show Header Images desc capitalize Allow Comments allow Send Pingbacks send Receive receive Should Close After should close Period period never Quantity days quantity other Sorting sort order ASCENDING SORT oldest first DESCENDING newest unknown Thread Threading Levels threading level none Page Paging Count comments disabled count paging Manual Approval Required Identity Account Whitelist Auto Known Users Multiple Links Moderation Keys hold Array Hold size Blacklist blacklist editor items Codes true method levels required keys Sets param formatif empty Lower Case related Determines current given moderation Contains Checks provided same dependent local object idsan array returntrue unless different Same Char Sequence equals integers Strings convenience Needed that subclasses created before initializing final member variables until been callbacks will returnreturns itself fetch Remote load Cached available formats Since both sites retrieve there need implement XMLRPC Client client instantiate args Param SHOW SUPPORTED FORMATS Object params Async Callback Override Success long result credentials Verified instanceof supported standard Standard notify Updated Failure Exception error Method Notifies have validated incorrect Credentials Runnable Validated updated with latest remote data protected Finishing saved occurred while saving Saved 
org.wordpress.android.ui.prefs.DetailListPreference,public Detail List Preference Context context Attribute attrs super Typed Array array obtain Styled Attributes styleable Index Count index entry Details Resource Resources String else long Click Hint recycle Selected Override Char Sequence Entry find Value entries Entries null length return protected void show Dialog Bundle state Alert Builder builder Calypso Which Button Clicked Interface BUTTON NEGATIVE Positive string this Negative cancel Upper Case Adapter layout detail list preference Starting Single Choice Items Listener dialog which View title inflate Text Title Custom create Restore Instance State Dismiss positive POSITIVE negative Typeface typeface Utils Semibold Divider Height Clip Padding true Dimension Pixel Size dimen site settings divider height Color color blue medium Closed boolean Empty hint refresh notify Data Changed details 
org.wordpress.android.ui.prefs.RelatedPostsDialog,Override public Dialog Create Bundle saved Instance State Layout Inflater inflater Activity View layout related posts dialog null false Show Related Posts Switch find toggle switch Header Check show header checkbox Images images Preview Text preview List list Linear Array args Arguments Checked Boolean SHOW RELATED POSTS HEADER IMAGES Change Listener this Views Alert Builder builder style Calypso title detail preference string site settings Params Relative MATCH PARENT WRAP CONTENT Custom Title Positive Button Negative cancel return create void Start super positive Interface BUTTON POSITIVE negative NEGATIVE Pref Utils Flat Click which Confirmed dismiss Changed Compound button boolean else Dismiss Fragment target Target Result Request Code RESULT Intent 
org.wordpress.android.ui.prefs.MultiSelectListView,public Multi Select List View Context context Attribute attrs super Item Click Listener this Long Override void Adapter parent view position long Action Mode null return Checked Count finish else color white transparent Child Background Color Resources invalidate boolean false true start Enter Create mode Menu menu Inflater inflater list editor Prepare Title String value Clicked item delete Delete Requested Destroy clear Choices Exit listener 
org.wordpress.android.ui.prefs.LearnMorePreference,public Learn More Preference Context context Attribute attrs super Override Parcelable Save Instance State Dialog null Showing dismiss return Saved void Restore state instanceof else Super show Click View Analytics Utils track With Current Blog Details Tracker SITE SETTINGS LEARN MORE CLICKED boolean Hint Text Empty String hint private final load Support Dismiss Listener Interface dialog stop Loading request Window Feature FEATURE TITLE Content layout learn more pref screen Manager Layout Params params Attributes width MATCH PARENT height gravity Gravity CENTER 
