"sentence","category","transformed_sentence"
"does the job well without any bloatware.","OTHER",""
"the SMB functionality needs more polish it crashes when i play remote video files","FEATURE REQUEST","video play function crash file"
"Light file manager Is a good file manager.","OTHER",""
"Very simply and efficient.","OTHER",""
"No ads.","OTHER",""
"Cool colours
Gorgeous app and solid features but I wish it would be optimizated for Android TV
Superb!","OTHER","optim app featur color wish superb"
"Material UI and user friendly.","OTHER",""
"A bug which I faced was, On selecting Sort apps by ascending order it does nothing.","PROBLEM DISCOVERY","select face ascend sort bug pap"
"Good app.","OTHER",""
"I bought the cloud plugin.","OTHER",""
"It gives me access to my cloud drives but it won't let me open my PDF files.","OTHER","acc gife drife file"
"Is there to solve this issue?","OTHER",""
"Nice job Excellent file manager.","OTHER",""
"However when adding a bookmark it won't show in the bookmark list unless I close and reopen the app.","FEATURE REQUEST","bookmark app reopen list"
"Also please allow to rename bookmarks.","OTHER","bookmark renam pleas allow"
"For example when adding a bookmark I might want to give it a different name in the bookmark list that the original folder.","FEATURE REQUEST","folder list exampl bookmark name"
"Excellent tool Needs the ability to swipe between tabs, but overall a very good file manager.","FEATURE REQUEST","swipe tool tab overal manag file abil"
"The FTP function doesn't work for me.","PROBLEM DISCOVERY",""
"Nice dual-tab browser, but annoying variable-size heading, and not practical for photos - fixed size thumbnails, no full-screen preview with multiple select mode.","OTHER","browser photo annoy fix mode thumbnail head preview tab screen size"
"Add feature SMB No feature for access SMB/LAN
Possibly the best looking of the material design file managers There are only 3 or 4 file managers right now that follow Material Design, but I think this is one of the best as it has a few more settings than the others.","OTHER","design featur acc lan sob follow look manag file set"
"Very good but the cut function.","OTHER",""
"Amazing app but the cut function simply works as a copy function.","OTHER","function copi cut app amaz"
"Everytime I use the cut and paste I have to go back and delete the file from before.","OTHER","delet time cut file past"
"Please fix this ASAP!","PROBLEM DISCOVERY",""
"Good But no material animation when click on plus(+) button.","OTHER",""
"Nice, free, material Not sure I like the addition of SMB support to this otherwise small and fast file manager, but the rest of the functionality is great.","OTHER","support addit materi manag rest file function"
"Open Source Decent File Manager
Good but needs improvements Please add progress bar while copying files and mounting/ unmounting USB.","FEATURE REQUEST","sourc add copi decent mount manag pleas file sub improv bar"
"I can't move folders, I can only copy and paste them.","PROBLEM DISCOVERY",""
"Amoled dark theme world be nice.","OTHER",""
"Besides that, good app.","OTHER",""
"If I open a folder during download app start  cyclically update.","OTHER",""
"And I can't exit app
Awesome Just need to show progress during copy/move or zip extraction
Unable to move files.","FEATURE REQUEST","awesom extract copi progress exit file move zip"
"There is no option to paste the file.","OTHER",""
"Running 7.1.2 on Nexus 5x.","OTHER",""
"Awesome, except the icon Can you please change the icon with a new, more material design related one?","OTHER","chang relat design pleas icon"
"This one isn't as great as the rest of the app.","OTHER",""
"Provide OTG support at reasonable price.","OTHER",""
"Hello .bhai plz provide OTG support at a reasonable price n feature like nexus media importer by homesoft.","OTHER","support hai featur import medium home soft provid price hello"
"I will purchase the app at that moment only.","OTHER",""
"Plzzzzzzz enlarge ur app n charge for that.","OTHER","aleozo app enlarg charg"
"Nice and simple, would have been perfect if the app manager could detect at least all user apps, it just detect some system and user apps but most are not detected.","INFORMATION GIVING","app system user detect manag pap"
"Nice UI and easy to use I've loved the material design from the first time Google announced it.","INFORMATION GIVING","oogl time design materi announc love"
"So its nice to have a file manager using the UI.","OTHER","nice manag file use"
"But do add writing to sd card, it is the only issue I have
I don't like tabs, please provide an option in settings to disable tabs, thanks
NYce app but .","PROBLEM DISCOVERY","add app issu set write tab provid pleas option card thank"
"You should need to be change this name or icon .","FEATURE REQUEST",""
"Good but.","OTHER",""
"I can't copy my files, create folder,delete files to my SD card.","PROBLEM DISCOVERY","copi creat file card"
"Why.","OTHER",""
"?","OTHER",""
"Very good looking app Only problem I've encountered so far is that it stops working every time I try to copy files from my ext sd card to my phone storage.","OTHER","time app copi tri encount look file storag card phone stop"
"Impressed by the design Just install it, and I like the design.","INFORMATION GIVING",""
"Have root explorer and everything!","OTHER",""
"5 star after further exploration
Just needs metwork support 4* until it has network support.","FEATURE REQUEST","support star explor network"
"Great libre software!","OTHER",""
"A bug though: cut and paste doesn't actually delete the source, so it's copy and paste.","OTHER","sourc delet cut bug past"
"Good But Can Be Improved Please add copy & move window animations.","FEATURE REQUEST","improv move add anim window"
"Good but not prefect yet Looks good, but a few fixes are needed.","OTHER",""
"For example, when going into settings, for a brief moment while loading, it shows old black gradient background, and while in settings, status bar turns black/status bar not themed.","OTHER","moment gradient theme background bar statu set load exampl"
"And while pressing back key from settings, the animation should be the other way around for example the window should go down out of view rather than the new window come up over it
The most considerate devs I've ever contacted on playstore Thanx again for being so considerate, Lord Shiva bless you brothers, Jai .","OTHER","play window key contact press deb ble store brother hiva jail anim lord set view exampl"
".","OTHER",""
"It is a simple light app that does the job.","OTHER",""
"I didnt want one with the excess bloat so this is exactly what i was looking for.","OTHER",""
"I sent a feedback to the developer and got a response the same morning!","OTHER","develop respons sent morn feedback"
"Wow!","OTHER",""
"Only additional feature i would like to see is the ability to view pictures in a folder like a gallery (ability to swipe between photos).","OTHER","swipe photo featur folder abil pictur view galleri"
"Currently it simply opens the one picture in the photo viewer app of your choice so it doesnt allow you to swipe to the next photo.","OTHER","swipe photo choic app allow viewer pictur"
"Ok
New feature It would be nice to add cloud storage too.","FEATURE REQUEST",""
"I like it so much This apps is too good and good work then others.","OTHER",""
"Amaze is amazing.","OTHER",""
"(Too cheesy?)","OTHER",""
"I'm a big fan of anything open source.","OTHER",""
"I love the ""Material"" UI and the ability to change the theme colors.","OTHER","chang color materi theme love abil"
"I'd like to incorporate this app into my own ROMs.","OTHER",""
"Thank you for making it open source and not including ads.","INFORMATION GIVING",""
"You're awesome.","OTHER",""
"EDIT: Any chance we'll get to see tabs, samba and ftp client support?","OTHER","samba edit support chanc client"
"The only reasons I still have ES installed.","OTHER",""
"Could be the one.","OTHER",""
"Now that ES file explorer has decided to be full of bloatware and useless crap, I am looking for a solid alternative.","OTHER","decid ware explor crap look bloat altern"
"Amaze already has the SMB support I am after, add on SFTP and Dropbox support and this will be perfect.","OTHER","support add amaz drop box"
"Great File Explorer All the features I need, and no ads.","OTHER",""
"Root explorer has an issue where it doesn't display the contents of the SD card and I have to go to root and then enter sdcard folder to correctly display items.","PROBLEM DISCOVERY","display enter root issu correctli folder explor item content card"
"Also, can't modify permissions with root explorer checked
Really good material design Works well and intuitive.","PROBLEM DISCOVERY","design permiss root materi explor check"
"Files don't appear to move when you cut them over tabs - am i doing it wrong?","OTHER","move cut appear file"
"Good but about features .","OTHER",""
"It has basic features working well but first of all, needs USB otg support, fixing r/w on KitKat, and maybe some gestures.","OTHER","support fix gestur featur atinka sub"
"You know, cloud support, remote access, recycle bin and etc are in the second place that many users don't need them.","OTHER","support user acc bin etc recycl"
"Keep it simple and efficient.","OTHER",""
"Nice design Nice design and easy to use.","OTHER",""
"Simple, open-source, to the point.","OTHER",""
"I was a fan of ES but it has become so bloated and intrusive that I looked for an alternative, and I found this one, and really like it.","OTHER",""
"It has just a few nice extra functionalities (zip, SMB) but also lacks some (""open with"", shortcuts).","FEATURE REQUEST","shortcut zip lack sob function"
"But it is still very usable and efficient.","OTHER",""
"Amazing Clean material design,  fast, no ads.","OTHER",""
"What more do you want?","INFORMATION SEEKING",""
"If there is one thing I hope It detects my sd card properly on the left swipe menu.","OTHER","swipe hope menu detect left card"
"Beautiful Very nice design.","OTHER",""
"Great functionality and Open Source!","OTHER",""
"The only thing missing is FTP and SFTP support.","FEATURE REQUEST",""
"Good This app has a lot of nice features and a great interface, but I've face a problem a lot of times, some files I've deleted still show up and the samd happens once I've cut and moved them to another location, they just duplicate.","OTHER","lot time app dam locat featur duplic delet file interfac move cut happen"
"It's kind of annoying.","OTHER",""
"Nice interface, Grateful for No Advertising.","OTHER",""
"One improvement gets it 5 stars.","OTHER",""
"Although I have not tried an FTP or availed myself to all its capabilities, this app has most of of the tools I need.","OTHER","app tool avail tri capabl"
"The one thing I need from this and most other apps is missing.","FEATURE REQUEST",""
"I hope in future updates, the developers will allow this app to be transferred to the secondary storage, like 3 other file managers I've had or still have.","OTHER","hope app allow updat develop transfer manag file storag"
"That improvements gets my 5th star.","OTHER",""
"Thanks.","OTHER",""
"It's great and I've been a user for a while now but there's an issue with SD card.","PROBLEM DISCOVERY",""
"Other file browsers ask you to enable permission with the SD card and then they work.","OTHER","browser enabl card permiss file"
"I've been unable to find a way to do that with amaze.","PROBLEM DISCOVERY",""
"Either needs to be added in or I'm blind/it isn't straightforward.","FEATURE REQUEST",""
"Otherwise great app!","OTHER",""
"Need some final touch I'm using an old zenfone 4 that is still using kitkat, and too bad the copy-paste operation is not working.But this is a really good file manager after all.Smooth and fast.Keep up the great work devs, still waiting for kitkat full support though ✌
Excellent tool Needs the ability to swipe between tabs, but overall a very good file manager.","FEATURE REQUEST","swipe support eno tool use touch atinka copi deb tab overal manag oper file abil past wait"
"I will give it a 5 when it won't crash that easily
Every time I press the the recent apps button the app crashes.","PROBLEM DISCOVERY","time app crash button pap pre"
"Spice mi 498 Cool file manager
Great Try Its good to see the file manager complimenting(mimicking) the lollipop style UI.","OTHER","spice compliment tri lollipop manag style file mimick cool"
"Still waiting for more features.","OTHER",""
"Please, for the love of God Add a '/' for the filesystem root to the slide out menu.","FEATURE REQUEST","add menu system root god love pleas file slide"
"You'll get the 5th star when I see it.","OTHER",""
"This is common in virtually every file manager.","OTHER",""
"I'm not sure why you skipped adding it.","FEATURE REQUEST",""
"Looks nice Only problem I have is no short cuts or widgets, so I can put a file directly on my home screen and go straight to it.","OTHER","home screen widget look file cut"
"Nice but The UI is nice.","OTHER",""
"And you can switch between internal and external storages so fast an easily and app works so fast with no lag .","OTHER",""
"and so many other good specs.","OTHER",""
"But I couldn't open rar files with this app and I couldn't send installed apps apk files.","PROBLEM DISCOVERY","app arr pap file send"
"if you add these .","FEATURE REQUEST",""
"it would be so great.","FEATURE REQUEST",""
"Works fine
Nice Can you guys add split view makes some multitasking easier
Cannot rename system files on nougat.","FEATURE REQUEST","add multitask system nougat guy renam file view"
"Otherwise great.","OTHER",""
"Some of the switches in settings seem to be ""non-sticky"" In particular, the ""show permissions"" switch.","OTHER",""
"Also, when operations fail due to file permissions, they tend to fail silently, for example a delete operation ends in ""done"" but the file is still there.","PROBLEM DISCOVERY","permiss fail oper file tend exampl"
"FYI-Crashes when I click Movies bookmark On the side menu, I clicked on 'Movies' bookmark.","OTHER","movi click menu bookmark crash"
"The app crashed all of a sudden.","PROBLEM DISCOVERY",""
"I had no Movies folder that time.","OTHER",""
"No network functionality
Very cool.","OTHER",""
"Would love Google Drive integration
Cloud Service Integration Design and functions are great.","OTHER","servic design cloud integr love drive function"
"I am just missing a link to cloud storages like Dropbox or Google Drive, with which I could upload entire folders.","FEATURE REQUEST","upload cloud link folder drop drive miss storag box"
"It would also be great to have a search function in the app manager.","FEATURE REQUEST","manag app function search"
"Crashed after update
I'd love to see the available space in the left-menu though.","OTHER","love menu left crash space"
"OTG not supported, I hope it will support soon
Great app
Lightweight, fast, clear .and free, and no adverts, just works.","PROBLEM DISCOVERY","tog hope support fast advert"
"Great app.","OTHER",""
"Nice Please update for android 6
Please add drag&drop system!","FEATURE REQUEST","add drop pleas updat system"
"The best material file manager, but please add drag&drop system.","FEATURE REQUEST","add system materi manag pleas file drop"
"Thanks!","OTHER",""
"Add search to the text editor
Pretty nice Needs some more advanced abilities, e.g. calculate md5 sum or ability to freeze apps.","PROBLEM DISCOVERY","text add sum editor freez calcul pap abil search"
"Light and fast file manager I suggest moving the bookmarks to the slide out navigation drawer instead for quicker switching between different folders or directories.","INFORMATION GIVING","light directori drawer switch folder slide manag navig move suggest bookmark quicker"
"Nice app The material design looks pretty neat and the app is pretty responsive!","OTHER","neat design look materi app"
"Please add  ""open with external text editor feature"".","OTHER","text add editor pleas featur"
"I really need that.","FEATURE REQUEST",""
"Thanks.","OTHER",""
"Good Needs a toolbar for actions, move button and ability to make the app bar a bit narrower.","FEATURE REQUEST","action app tool abil bit button move bar"
"Fast, responsive.","OTHER",""
"Great, but Having been put off ES Explorer due to the bloatware and annoying UI, I'm really happy I found Amaze.","OTHER","ware annoy explor found bloat"
"Great UX so far, very intuitive, and the Material design cues are most welcome.","OTHER",""
"Limited number of permissions too.","OTHER",""
"Very impressed thus far but the deal breaker is no LAN access.","OTHER",""
"Simple, easy to use, great customisation, no ads, and free dark theme!","OTHER",""
"And there are no wanted features, just clean and simple.","OTHER",""
"Love the material design!","OTHER",""
"Amazing Concept The design is absolutely gorgeous.","OTHER",""
"I want to use this as my main file explorer, but it needs some added features such as a text editor, zip viewer, and r/w functionality needs to be fully implemented.","FEATURE REQUEST","text featur editor viewer implement explor function zip"
"Oh, and maybe a material design app icon (; That being said, this app is amazing and deserves five stars once it is up to par.","OTHER","app design materi star icon par deserv"
"Thanks dev, keep it up
Best ulternative of es file manager Best thing is inbuild apk backup
Beautiful Very beautiful UI.","OTHER","manag file backup thank altern"
"When will be possible to delete files from the SD?","OTHER",""
"How can you reply so fast?","INFORMATION SEEKING",""
"Thanks for your work (:
Quite good file manager
Hats off really!","OTHER","manag thank file hat"
"Includes everything, perfect UI, also the rwx part was amazing 😂 Just wanted to see the piechart or something to see the free space available and music/videos/images sharing spaces.","INFORMATION GIVING","video includ share imag chart music amaz perfect space"
"Thanks!","OTHER",""
"Getting there A good file explorer.","OTHER",""
"Especially if you want open source, but a lack of network drive access makes me take a star off.","FEATURE REQUEST","sourc lack acc star network"
"Lacks un rar feature.","FEATURE REQUEST",""
"Else its perfect!","OTHER",""
"Message for Developer I've found this to be an above average file explorer, but I'm leaving this to bring something to your attention.","OTHER","develop found bring attent leav explor messag averag"
"There is an app called EX File Explorer (looks like a duplicate of ES, at first), but when I tried it, I noticed an unmistakable similarity to your app.","OTHER","duplic app tri notic explor look similar call"
"After comparing, I've found that it is nearly a clone of Amaze.","OTHER","clone compar found amaz"
"Superb but lack of FTP & Cloud Storage Option.","FEATURE REQUEST","lack superb storag option"
"In a word, this is superb but it looks incomplete without FTP & Cloud storage option.","OTHER","look storag word option"
"So please add them to fullfil this awasome file manager.","FEATURE REQUEST","add manag fulfil file"
"Needs to be updated for Android M /sdcard mountpoint.","OTHER",""
"The one in the default menu points to a dead directory instead of /storage/self/primary.","OTHER","menu self primari directori storag default"
"Great file manager I really like this.","OTHER",""
"My only request would be to add support for cloud storage ( Google drive, drop box, etc).","OTHER","support request add drive etc drop storag box"
"Awesome program.","OTHER",""
"Pretty fast, lightweight and quite good Very good overall, nice and fast, no extra bloat or dodgy permissions.","OTHER","permiss nice lightweight bloat dodg"
"Good start.","OTHER",""
"However .","OTHER",""
"Please make the header smaller.","FEATURE REQUEST",""
"It's HUGE!","OTHER",""
".","OTHER",""
"Also I dont like the big round red plus button in the bottom right corner - please add an option to make it smaller, to move it or to make it transparent (whichever is easiest for you and gets it out the way more) .","OTHER","add button round option pleas corner move whichev"
"Also, I can't tell what the 3rd option does in the 'plus button' menu .","PROBLEM DISCOVERY","menu option button tell"
"?","OTHER",""
".","OTHER",""
"Please make that clearer .","OTHER",""
".","OTHER",""
"Finally (if I am being super fussy) if you added very lightweight and simple image viewer, simple doc reader/preview, google drive upload .","INFORMATION GIVING","reader oogl upload imag preview viewer drive fussi"
"then it would be very powerful as well.","OTHER",""
"See Tomi file manager for ideas.","OTHER",""
"Excellent, but please.","OTHER",""
"Add a cut button next to the copy button.","OTHER",""
"I frequently move files around and have I to hit the menu button before selecting move.","OTHER","menu select button file move hit"
"Seems small but would be a lot more convenient.","OTHER",""
"Other than that fantastic app!","OTHER",""
"Crashes while cut-paste from internal storage to sdcard.","OTHER","storag cut card crash past"
"Looks great but search is slow
Nice Simple, fast n ad free.","OTHER",""
"But i found little startup lag in latest version.","OTHER",""
"Cannot rename system files on nougat.","PROBLEM DISCOVERY","nougat renam system file"
"Otherwise great.","OTHER",""
"Simple and clean but needs some polish It is a nice and fast app but the UI needs some improvements.","FEATURE REQUEST",""
"One problem I have with it is that it truncates the names of all files and folders so if you want to know the name of a file you need to long press select it and then go to menu properties, also on selecting files I wish it showed a bar with quick shortcuts to cut, copy, paste, share etc.","FEATURE REQUEST","properti truncat menu shortcut share select past copi folder wish file cut pre bar name"
"No external usb storage support Plz add this option.","FEATURE REQUEST","support add sub option storag"
"Very nice app!","OTHER",""
"Tnx.","OTHER",""
"4 stars because ftp server only works with internal memory and no sd card.","OTHER","memori star card server"
"Awesome but I liked it very much cause only file explorer that works with NTFS system, but I am unable to use root option as I am on a custom 7.1 rom.","PROBLEM DISCOVERY","system custom root explor option like caus"
"Near perfect Great loss, very functional.","OTHER",""
"No SD card support yet but looks good
Nice app!","OTHER","support look app card"
"The only file manager after solid explorer with proper material implementation!","OTHER","materi implement explor manag file"
"I am GÀUTHÁM Nice file manager,,, on android,,, due more future,,,
Problem in hiding multiple files or folders .","OTHER","hide android manag file folder"
"-> Suppose I have following folders.","OTHER",""
"(1)Songs (2)Videos (3)Data (4)Alarm (5)Images  ->And then if I will try to hide ""Videos"" and ""Data"" named folders then it will hide ""Videos"" named folder but instead of ""Data"" it will hide ""Alarm"" named folder.","INFORMATION GIVING","video hide imag alarm datum tri song folder name"
"Please, fix it.","PROBLEM DISCOVERY",""
"otherwise everything is just perfect, Trust me.","OTHER",""
"!","OTHER",""
"Great Looking Only thing i wish is that you could swipe between tabs.","INFORMATION GIVING","swipe look tab wish"
"Other than that this might just become my default FM(after using root explorer for 5 years)
Good one pls add option to turn off animation, it needlessly slows down the operation.","FEATURE REQUEST","add slow use explor option oper anim default"
"4 from me are very good.","OTHER",""
"I only missed ftp connection in this app.","OTHER",""
"But hay!","OTHER",""
"It is a good reason for me to set up a smb on my Linux instead.","OTHER","reason sob set inux"
"GUI did not talk to me personally.","OTHER",""
"But it is not bloated with.","OTHER",""
"Stuff.","OTHER",""
"This will be my new pridicesur to ""not cool at all any more es file explorer""!","OTHER","pressur explor cool file"
"Thanks app of the day and the team who made this app.","INFORMATION GIVING","team app thank day"
"You made my evening!","OTHER",""
"Great design Sweet material design explorer.","OTHER",""
"Lightweight, open-source and get the job done.","OTHER",""
"Feature request.","OTHER",""
"This open source file manager needs one feature- OTG support.","FEATURE REQUEST","sourc tog support featur manag file"
"Please provide it in the next update.","FEATURE REQUEST",""
"I am looking forward to reinstalling Amaze.","OTHER","reinstal look forward amaz"
"Thank you for the work you have done so far.","OTHER",""
"KitKat-ty Amaze 'ing file manager.","OTHER","inf atinka amaz manag file"
"Material design makes organizing files fun ?","OTHER","organ fun design file"
":/
是不是不再维护了 安卓6.0华为mate8可以对system下的文件进行编辑，却无法删除，显示删除完成，其实还在，已经有root权限了
Great but.","OTHER",""
"It needs support for Drive and Dropbox.","FEATURE REQUEST","support drop drive box"
"Then it'll get 5 stars.","OTHER",""
"App.is beautifully designed, but is missing some features.","FEATURE REQUEST","design miss app featur"
"Access to network resources and 3rd party cloud services like MEGA would be nice.","FEATURE REQUEST","resourc servic cloud network mega acc parti"
"Theme Want a deep black/Amoled black theme like cabinet beta does.","OTHER",""
"USB disk folder not show It is  Awesome file explorer  .random theme .","OTHER","random disk theme folder explor file"
"But not supported usb drives fix it.","INFORMATION GIVING",""
"Really a wonderful app.","OTHER",""
"Only thing is, it crashes alot.","PROBLEM DISCOVERY",""
"Awesome file Manager, I would only ask for 2 things to consider this 1 of the best.","OTHER",""
"First, it needs Mega Cloud support & second, it would be nice if there were dual homepages that you can swipe back & forth on, the being to have the internal storage open on first homepage & cloud link open in second homepage for the easiest & most efficient way of coping files back & forth between device & cloud
Excellent File Manager Its the world best file manager to extract any file .","FEATURE REQUEST","swipe support forth cloud cope extract devic manag homepag file world link storag"
"I extract wwe 2k game and I get it for free from Aptoide .","OTHER",""
"Best file manager,but please include the size also with each folders.","OTHER","includ folder size manag pleas file"
"Beautiful app with required functionalities and no ads.","OTHER",""
"Just one drawback though.","OTHER",""
"On sharing a pdf file, there is no option of whatsapp.","OTHER","whatsoev share option file"
"Please fix it in next update.","PROBLEM DISCOVERY",""
"Meets expectations on most features Amaze works well for most features.","OTHER","meet featur amaz expect"
"It does have a couple of issues within the  file editor:  if you rotate the phone, any recent unsaved changes are lost.","OTHER","chang issu editor lost coupl file phone rotat"
"Changes are also lost if you change focus from amaze to another app while in the middle of making edits.","OTHER","chang edit app amaz lost focu middl"
"The go to File Manager I generally don't rate an app with four stars, but this one is simple, intuitive, beautiful, customizable, free and most importantly ad free.","OTHER","rate app beauti star manag file"
"Found this app after ES File Explorer became rubbish.","OTHER","app found explor file"
"I'm liking this so far, back to doing the stuff I want, and nothing more, in a tidy interface.","OTHER","tidi interfac stuff like"
"No ads, no prompting me to install other apps or rate it.","OTHER","rate instal pap prompt"
"I am not able to see my memory card.","PROBLEM DISCOVERY",""
"I can see only the folders of internal storage.","OTHER",""
"I don't find the setting also to change that n be please help me
On Android Oreo a piece of the folder on the icon is round and weird.","PROBLEM DISCOVERY","chang reo help folder icon android round pleas piec set"
"Will give 5 stars after it's fixed.","OTHER",""
"Love it but.","OTHER",""
"Please add a filter option.otherwise its great file manager.simple an cool.","FEATURE REQUEST","add filter cool manag pleas option file simpl"
"Can guys add select all option in app manager to backup
Icon color Please randomize icon colors when random theme is activated
Happy user Simple to use n navigate around .most importantly.","FEATURE REQUEST","add app activ random color icon theme guy manag option backup pleas navig simpl"
"Less invasive permissions.Keep up t good work dev.","OTHER",""
"It's very basic, lacking tools I need.","FEATURE REQUEST",""
"But it's free with zero bloat.","OTHER",""
"A Good alternative (just not for me)
Fantastic file manager,*.","OTHER",""
"Thanks for pointing out being able to back up installed apps as apk,  ***one suggestion when amaze explorer is first openef under the search line why not have 2 tabs one for emulated0 and one for sd card  that also shoe size and space left over for each drive but still keep the emulated0 folders as the first opened page, ***another minus, where is the recent tab to show recent files added to your phone.","INFORMATION GIVING","folder explor pap file suggest thank space amaz tab drive phone page shoe line card emul minu size left search"
"If folder in a SMB share has a dot followed by a name, the icon changes to that name, which send to appear like a file with an extension of that name
Crash while share files Crash while sharing files from android folder inside internal SD
Bug Does not support cloud send and dropbox
Materially Nice This is a fantastic basic file manager.","PROBLEM DISCOVERY","chang support share appear crash dot folder icon follow sob extens file bug box send drop manag name"
"But, most of us looking for a file manager need more.","OTHER",""
"It's in beta, so it will get better.","OTHER",""
"If the Dev can build in more attached features (NAS mapping) I'll definitely be back.","OTHER",""
"Until then, ES it is.","OTHER",""
"Simply Awesome.","OTHER",""
"!!","OTHER",""
"Finally found what I want.","OTHER",""
"!!","OTHER",""
"Keep it up bro.","OTHER",""
"!!","OTHER",""
":)
No free and used storage info?","OTHER",""
"Really liking the app Looks like the developer is working hard to make this a nice all around file manager.","OTHER","manag look file like develop"
"Still needs some work for functionality, but its coming along really nicely.","OTHER",""
"Going to keep this installed to see where it goes!","OTHER",""
"Good work so far!","OTHER",""
"And the themeable UI is just awesome!","OTHER",""
"Best file manager so far Material design root access great ui
Features missing.","OTHER","design featur root acc manag file miss"
"Please add the ""drag n drop"" feature and the menu which will appear when tapping n holding any file or folder.","OTHER","add menu appear hold featur tap folder drag pleas file drop"
"Great But.","OTHER",""
"I cant rename a file!!","PROBLEM DISCOVERY",""
"cool i like it coz i can see the resource inside an apk like ringtones from subway surfers etc please provide more functions like delete etc
Need a more usability The ui is very charming but still lack of usability like fast scrollbar, hope it will get better soon
Really great!","FEATURE REQUEST","usabl scrollbar hope resourc tone surfer ring provid lack pleas etc cox subway function cool"
"Long time ES File Explorer switched to this one and liked it very much.","OTHER","time explor like file switch"
"Could you guys add interval select?","FEATURE REQUEST",""
"That's the only thing missing for me.","OTHER",""
"There are some small features I'd like it to have, e. g. an ability to name smb shares, but generally the application is great.","OTHER","abil name share applic featur"
"But please fix crashes while selecting multiple files in a samba share.","OTHER","share crash select pleas file samba"
"Open Source app Looks & works great.","OTHER",""
"Please fix alarm tone selection bug.","PROBLEM DISCOVERY","select tone bug pleas alarm"
"Material design!","OTHER",""
"Smooth and quick file manager.","OTHER",""
"The only feature I miss is cloud integration (dropbox and drive) and smb support for local network access.","OTHER","support network featur integr acc drive drop box"
"Nice A file manager that is very pleasing to the eye and colorful.","OTHER","eye manag pleas file"
"I would give 5 stars if you added otg support and improved speed during zip extraction.","INFORMATION GIVING","support extract speed star zip"
"Also crashes sometimes in L. Keep up the good work
Simply amazing App crashes when you try to leave zip archive
Excellent app with neat interface.","PROBLEM DISCOVERY","app crash amaz tri leav interfac zip"
"Please try changing the below.","OTHER",""
"1.","OTHER",""
"Unable to share the folder.","OTHER",""
"2.","OTHER",""
"Please make cut copy paste simple.","OTHER","copi past pleas simpl"
"KitKat-ty Amaze 'ing file manager.","OTHER","inf atinka amaz manag file"
"Material design makes organizing files fun ?","OTHER","organ fun design file"
":/
This is so good!","OTHER",""
"But Searching for files is a little bit slow just make it faster and i'll rate it 5
Deserves the name This is excellent.","OTHER","rate bit search file deserv name"
"Would like to request the developer to include different icon sizes (smaller icons if possible) and grid view for all folders.","OTHER","includ request develop icon folder size view"
"Good work
Almost perfect Needs download manager, otherwise it's a great and beautiful app.","FEATURE REQUEST","otherwis app manag download"
"Great open source file manager would recommend to anyone keep up the good work
Almost worthy of five stars.","OTHER","sourc star manag recommend file"
"Really don't have any issues with the app.","INFORMATION GIVING",""
"It's almost perfect for me.","OTHER",""
"Although I would suggest that you add the ability to remove The bookmark and App Manager short cuts from the sidebar.","FEATURE REQUEST","add app remov manag abil suggest bookmark cut sidebar"
"I really have no use for them but I can see how some people might.","OTHER",""
"Making it an optional choice would benefit everyone I think.","OTHER",""
"Please take this into consideration.","FEATURE REQUEST",""
"That's the only thing preventing me from rating this app 5 stars.","OTHER",""
"Crashes on startup in 3.3.0 on my Pixel 3 XL.","OTHER",""
"Best file manager,but please include the size also with each folders.","OTHER","includ folder size manag pleas file"
"Intuitive interface.","OTHER",""
"Can't use it because I cannot figure out how to write","PROBLEM DISCOVERY",""
"to my SD card.","OTHER",""
"Interface is dated and nonintuitive.","OTHER",""
"Uninstalled.","OTHER",""
"Appreciate the effort though and will keep an eye on it.","OTHER",""
"App crashes as soon as it is started on version 3.3.0.","PROBLEM DISCOVERY",""
"Please fix this as soon as possible
I like the app, but changing permissions of system files doesn't work, even","PROBLEM DISCOVERY","chang fix app permiss system pleas file"
"when I have granted superuser rights.","OTHER",""
"Extracting rar files doesn't work when they have a password.","PROBLEM DISCOVERY",""
"I'll give 5","OTHER",""
"stars when that gets fixed.","OTHER",""
"I would give for star because it is pretty smooth and simple, but one thing i do concern about, please add select all apps in apps category to backup all selected apps.","FEATURE REQUEST","add concern select star categori pap pleas backup"
"Hope it will help.","OTHER",""
"Any day better and cleaner than ES or solid, I would definitely prefer this, though there is a bug that when I try to delete multiple files at once the app crashes :( .","PROBLEM DISCOVERY","app crash delet tri day bug file prefer"
"Developer please fix this bug ; I have cyanogenmod Android 6.0.1
Quick access doesn't show up on android 8.1
App keeps closing when trying to delete some documents
Please add option to select interval and batch rename.","PROBLEM DISCOVERY","fix document add cyanogen develop close delet select interv batch tri acc bug pleas option renam mod"
"BUGS FOR LARGE FOLDERS While browsing folders with thousands of files, the","OTHER","brows bug file folder thousand"
"app is crashing frequently.","PROBLEM DISCOVERY",""
"Logcat is showing ConcurrentModificationError","OTHER",""
"in HashMap.","OTHER",""
"Please fix this.","PROBLEM DISCOVERY",""
"4 stars because sometimes it crashes with no reason and randomly.","PROBLEM DISCOVERY","randomli reason star sometim crash"
"It happens when I create a folder, move to many files or even change a config
Good app .","INFORMATION GIVING","chang creat app folder file con move happen"
"In need of a better home screen  which should also show the space left in the phone
Looks good so far Seems pretty useful but I'm a bit worried as to why it wants to know details of the people in my Google + circles.","INFORMATION SEEKING","oogl circl home detail screen person look left phone space"
