"original_sentence","transformed_sentence","topic"
"Can't find any of my books and only opens its own manual.","",0
"but it doesn't support docx.","",0
"Having the same issue as Nicole.","",0
"Adding a few more formats will make it ultimate","",0
"I keep trying others to see if I can find a better reader, l have not found one yet.","",0
"The use of the dictionary and highlighting is somewhat backward and it would be nice to have a page turn animation, but for free with no ads these are nitpicks.","anim nitpick highlight page",0
"I especially love that I can choose a background which decreases glare when reading at might - Just wish the name was different!","choos love decreas glare background wish read name",1
"Too slow and gives errors on opening file links","",0
"Error in app","",0
"Was not able to use it with Google Drive","",0
"Cant add bookmarks anymore after the last update","",0
"Used this app for my mobi books, but it crashes as soon as I open a book to read.","app read mob crash book",0
"got tired of the black screen on my lenovo tablet, so I uninstalled.If one would fix this, then may get a better rating of stars.","rate fix tire star tablet screen instal",0
"Need to reload the epub onto the sdcard for cool reader to see the whole book again.","card reader pub book reload",0
"When I open it again, it can't open my recent bookmark and crashes yet again.","",0
"I can't get to any of my books now!","",0
"Please fix.","",0
"its feel of handling a paper book is exhilarating and gives the most beautiful exprience of reading if you are a bookaholic or even just want to read try this you will other wise miss something","paper experi tri wise feel exhilar read gife workahol handl book",7
"I can't use the app anymore, it simply force close on me whenever I starts it.","",0
"Please fix.","",0
"Can't handle simple epub files.","",0
"Can onky correct by going to settings and adjusting brightness.","set adjust inki brightn",1
"Also all online catelogue url,s do not work anymore","",0
"I wish it can read djvu","",0
"Can't put black background to save battery, can't read pdf files and don't have tts option.","file save background batteri read option",1
"You can adjust brightness in one touch edit text font.","text touch adjust edit brightn font",1
"The only thing I can't seem to make work is Online catalogs (OPDS) - this option doesn't appear in my menu system on Android.","system catalog menu appear line android pod option",0
"Crashes and bugs couldn't read a single book .","read crash book bug",0
"Hate this app I cant find anything it is so complicated waist of time.","hate time cant waist app",0
"Even tried tinkering with the font and background colour options - didn't work.","color tri background option font tinker",1
"Cant browse a folder of epubs.","folder brows pub cant",0
"Can't read mobi","",0
"You can seriously adjust almost every single thing so the time is worth it.","",0
"It took me a bit to get the paragraph look just how I wanted it because you can adjust the amount of indent, line spacing, spacing between paragraphs, spacing between letters, font size, font color, etc.","color amount line adjust letter etc space look font paragraph bit size",1
"I love this ebook reader and it suits my needs perfectly except it has crashed irrecoverably at least once during every ebook I've read with it regardless of format.","love format reader read crash suit book",0
"Uninstalled due to fatal crashes on gbread.","",0
"Screen keeps rotating even I disabled in the OS, so I cannot read while lying.","lie read rotat disabl",1
"The app is amazing, but since the last update it keeps crashing and doesn't open any books, please fix!","app fix amaz crash book updat pleas",0
"Can't get to the books i want to read = kind of useless.","",0
"If you add changing pages by finger scrolling like mobo player.","mono chang add player scroll page finger",1
"I think it would be cool.","",0
"Can't read PRC file on nexus7","",0
"It worked great before, but after it upgraded it stopped working and I can't roll back.","",0
"Please fix.","",0
"Some books, when I Disable internal style, open once then as soon as CoolReader closes I can't open book again.","style reader book close",0
"If I can't copy/paste something for it to read to me then how useful is it","",0
"This is very useful.one drawback is the lack of autoscroll","auto lack drawback scroll",1
"I loved this app before the update now it doesn't work.","",0
"Yup, tried to open up a couple books I have on pdf, manually went to the folder where I have them stored but cool reader doesn't do PDF.","coupl folder reader store tri book",0
"Just didn't work.","",0
"Crashed every time I opened it","",0
"Now, with ics, the button background lights cannot be turned off.","",0
"It must be fixed!","",0
"One day its working, I set my phone down for a few hours, come back and the app wont load anymore it only crashes.","day set phone load wont crash hour",0
"There is a problem with arabic ebooks.","",0
"Please fix it or tell me what to do?","",0
"My doctor doesn't like that too much, but at least I won't be having another kid any time soon!","",0
"Wish I could give 10 stars.","",0
"Never crashed.","",0
"A great app, but would be great if it could support more file formats, like newer and more common ones including .docx format.","app doc includ support format",0
"Would be a lot better if it had an option to make Webster dictionary as one of the choice dictionaries","choic ebster lot dictionari option",1
"It would be fantastic to have pdf aswell but i guess beggers cant be choosers.","cant swell chooser beggar gue",10
"(1) It would be really nice to have a scrollbar to move quickly through large sections of text.","move text scrollbar section",1
"(2) On my Nexus 7, the full bookshelf view doesn't work.","",0
"You begin to scroll down, and then it keeps flipping back up to the beginning (top shelf) again, so that it's impossible to get down to the books on the lower shelves (unless you switch to the ""simple file list"" mode, which doesn't show the covers or provide as much detail about the books).","shelv flip mode begin shelf cover scroll provid detail switch list book",1
"It crashes the book that I am reading closes on its own or freezes they have got to fix this problem","close fix freez read crash book",0
"Well done.does everything i need it to do and more.","",0
"I love this app for its customising but the futher I get into a book the more it stalls and fails to load :-(","fail love app load custom stall book",0
"Recent update killed app, I can't start it anymore :(","app kill updat start",0
"Would be better if we could add dictionaries manually, the one we use.","",0
"One tiny thing though, could you guys kindly make the paperbook animation look a tad bit more realistic?","paper anim guy look bit book",0
"pdf support pdf support i gave it a 3 because it lacks support for .pdf files i have 600 books on my phone and half of them are in pdf format.","file lack format support phone half book",0
"Can't give it any stars as it doesn't work.","",0
"some others couldn't read chinese, and this works perfectly!!","",0
"Pretty good, but could be better, I got it to run with every setting I wanted, but when I switch pages by flicking the pages, I get some artefacts, rows of writing, partially missing.","row miss run write set flick page switch",1
"Sometimes it aborted and closed, but it's not a problem at all.","",0
"Only problem is that it sometimes seems to reset itself - losing settings and bookmarks, and half the catalogue links don't work but I can work around that for the sake of headache and eyestrain free reading.","sake reset link lose bookmark set headach read eyestrain",1
"But I can't open a book stored in my Google Drive, only Dropbox.","box oogl drive drop book store",0
"Also, if I go to ""online catalogs"", the links to the Project Gutenberg are not working.","utenberg catalog project line link",0
"Need to improve  Can not open some pdf files in folder.","",0
"So instead of saving the data about bookmarks, etc in the CR folder, it could have it's own folder in drop box.","box save bookmark datum folder etc drop",7
"I just wish it would read pdf","",0
"Good reader, simple and perfect for what I needed.","",0
"Can't open even text file","",0
"Upon reaching some point in any fb2 book (typically at 60-70%) cool reader force closes and the book cannot be open anymore.","reader reach forc book close",0
"What is the point of all those ""cool"" features if you never can finish reading the book.","featur read finish book",0
"Downloaded catalogs and only got errors","",0
"I do wish the font rendering was a bit smoother.","smoother render wish font bit",1
"Great reader, but after last 4.1.0 update on Google Nexus S I can't select book in large folder - it scrolls up every time i'm trying to get to the bottom of folder","oogl nexu reader folder bottom time scroll updat tri book",0
"I have had a few problems with ePub documents from Gutenberg, most notably Peter Rabbit with illustrations.","",0
"So now after the third book i am unable to finish reading because of the app crashing 46% into the book and no response to email for help i rate this a one star, if it would let me i would go zero, respond to you support requests!","respons email app request help support star read crash finish respond rate book",0
"Same book will open for days and then CR just crashes over and over.","",0
"i really love this app, but i can not read prc files, cause it says 'error while loading document'.","file love document caus app read load error",0
"does anyone else have this problem?","",0
"It detect my pdb file, but why can't I open it?","",0
"This app doesn't work well on tablets at all.","",0
"Does not display content accurately at all.","",0
"It reads everything needed to be read","",0
"would be more useful","",0
"Wish i hadn't contributed money.","",0
"Can't do pdfs","",0
"It crashes every hour or so and won't let me go back to my book for at least an hour.","",0
"Constantly crashes.","",0
"Jst one request plz provide pdf support!","request support provid dist",0
"Awesome ap.wish it had a better way to display books that i own","",0
"It will be better if can work with Google drive encrypted files, because I can uncrypt only al files","",0
"First I download from my sugarsync account and it asked me to open it in Cool Reader, so that was great.but it didn't put it in the right location on the phone.","locat reader phone sugar account sync download",6
"So i moved it to the right location(right location being the default) and then it could see the book but it couldn't open it.","move book default locat",7
"been using it for sometime now and so far i have no problems.","",0
"bummer, can not load any of my pdf files into this program.","file program bummer load",0
"I don't like to read and when I won't to the app don't work :-(","",0
"Can't get to Gutenberg.","",0
"Good app but sometime has error, could not open file.","",0
"It read most books perfectly and is really customisable, but it'll crash with certain random books and I got tired of that.","read crash book tire",0
"The ""scrolling"" (i.e., vertical page flip) mode doesn't really work because it jumps different amounts all the time, making it really hard to find the spot where to continue reading after ""scrolling"".","spot continu jump flip mode amount time read scroll page",1
"The ""Show title bar"" option doesn't work in scroll mode -- it's always enabled (and it can't be disabled), but doesn't show up.","titl mode disabl bar scroll option enabl",1
"crap crap crap doesnt work at all","",0
"Couldn't have asked for more for the .rar file I just extracted to .mobi.","file extract arr mob",0
"The only problem is that books are open just inside the reader.","",0
"I was on the lookout for a reader as the built in aldiko failed to read a few of my ebooks and it was miss and go when i transferred ebooks to my phobe.","lookout fail ldo reader read phone transfer built book",0
"But now crashes within viewing the first few pages on JB.","",0
"Not sure why, but Cool Reader is not able to open files in Google Drive, even when the file available offline.","reader file line drive",0
"Hope you can fix the problem.","",0
"When i receive an email with a rtf attachment, i have downloaded this app but unfortunately gmail app still could not find this app to open rtf.","email app attach receiv download mail",7
"Does not work on my nexus 7.","",0
"I was trying to use this to read a book in mobi format but it renders the book pretty strange.","mob format render read tri book",0
":(  2-3 plugins are needed: pdf reader, pdf form filling/signing, & comic book/manga format reading, then I could have less apps and only this.","form format plug mang reader read pap sign book fill",0
"I couldn't ask for more.","",0
"I wasn't looking for anything fancy.just a reader to read my .mobi books on and this did the job, so I cant complain.","mob job cant reader read look complain book",0
"As soon as I tap on ad card it freezes my phone an crashes HTC inspire","card inspir freez phone crash tap",0
"Need to see about loading less annoying voice.","",0
"Kinda an odd issue or it would be perfect, but if you are scrolling through items on SD card if you scroll too fast it puts you at the top again.","card issu kinda item scroll top",0
"Can you add support for PDF files also.","",0
"Could not seem to change these settings even after muddling thru many screens.","chang screen set muddl threw",1
"UnInstalled can't get enny books to reed from the twilight sarger or harry potter not good","reed charger harri instal potter book",0
"Now I cannot get the book I've been reading to open, it closes immediately, opens back on the manual.","",0
"If they can fix this one issue, 5 stars for sure.","",0
"Seriously, can't even read PDF.","",0
"Wish it had an easier way to get through all pages quickly =o","",0
"After installing, I tried opening it thrice, crashed 3x.","",0
"Some ebooks with format prc can't open in this app.","",0
"The only down side is that I cannot sync bookmarks etc across multiple devices as I use this on Asus TF101 and Samsung Galaxy Europa.","galaxi bookmark amsun uropa devic",0
"I wish it could read pdf files too.","",0
"Fix it please","",0
"Horrible interface, can't open some files that its supposed to, pretty slow on the ones it can open, and low on simple features (pinch zoom, etc).","file pinch featur zoom suppos low etc interfac slow pretti",1
"I'll bump it back to 5 stars once it's fixed but it blows because this app saves the position in the book, and I'm not sure where I'm at.","bump posit save app fix star book blow",0
"Lately it crashes when I open the book I read last time.","time read crash book",0
"FBreader doesn't do that.","",0
"Downside is that it cant handle pdf files.","",0
"My only gripe is that I'm not able to change the wood background.","chang background wood gripe",1
"Can't imagine better than it is.","",0
"Can't open frames.but i like it","",0
"Calibre support would be great though.","",0
"Would be better if pdf files could be read too.","",0
"Please fix","",0
"Looks decent, but tried to browse some online catalogs and got the error: Failed to read OPDC catalog.","fail catalog line brows read look error tri",0
"I'm 79% in to a .mobi book and now the app keeps crashing","app mob crash book",0
"The only problem (and really irritating one) is that on some files the internal links don't work, please fix that.","file pleas fix link irrit",0
"First change took the background to the darkest brown parchment with black letters: next was yellowish parchment with white letters: now it's black background with,I'm guessing, black letters because I can't see any words.","letter chang parchment background word guess",1
"It would be great if these were to go off when reading as, when in night mode, they are very bright and distracting.","mode read night distract",1
"I might have loved this app,  but I hate portrait mode when I'm on my tablet - so I kept looking at the settings until I finally found where to fix it under Orientation.","love portrait app mode fix set look tablet hate orient kept found",0
"Seriously, cr should be set to auto-detect by default.","set auto default detect",0
"I would be great if it can open PDF files also.","",0
"I use the reader every night before I crash.","",0
"Works well  The one thing missing is automated support to download books from Calibre.","calib miss support autom download book",0
"crashes always.galaxy s i9003","",0
"Now, however, I can't even load a mobi book.","",0
"When tried to open it, the program crashed.","",0
"The other thing is that I can't open CHM's directly from, say, Dropbox.","",0
"Please fix!","",0
"Can't handle chm formats very well.","",0
"Can you please add kinetic scrolling?","",0
"epubs don't work - so no endnotes!","",0
"If there's a better one, I never found it","",0
"Wtf happened with update doesn't work now","",0
"My only complaint is that I can't make my background a true black color.","",0
"I just wish it could read .lit and .pdf formats, but I can't blame the makers for Microsoft and Adobe having proprietary formats.","format maker wish read lit blame",1
"Wish it could read pdfs also.","",0
"Plays mobi,  that was necessary for me.","",0
"Well not sure what happened, went from being a fab app with 5 stars to the worse ever, the update made it that I cant open my books other than the manual!","happen cant app dab star updat book",0
"This is the most comfortable ebook reader I've ever used in android but I could not open prc files.","",0
"The app needs to take a few tips from ereaders like Aldiko, although the functionality is emmense and its clean an easy to use, its just not very sexy.","ldo app tip clean reader function",0
"I only wish that it would associate itself with epub files, so that when I select an epub file in Android, it would suggest me to open it with Cool Reader.","file pub select wish reader android suggest associ",0
"The only problem I found is sometimes it would crash when I edit books' properties.","book properti crash found edit",0
"Best ereader app i have found, would be better f it had the animated page turn though","reader anim page found app",0
"This should be taken off google play.","",0
"- Key Backlight dimming does not work (killer for me) - Would like brightness up/down as tap actions (like font size) Otherwise very good!","action size dim brightn killer",1
"Was my fave app but now cant read cause cant seem to brighten backlight","brighten light cant caus app read",0
"It can't be used to read prc file.why.","",0
"fails to register itself for formats that it can handle (e.g. mobi, pdb), so can't open books directly from Dropbox or a file explorer.","fail box file mob format regist explor drop handl book",3
"Would be great if the hyperlinks could work.","",0
"Search for books does not work and browsing catalogues all the URL were wrong.","search brows book uncatalogu",0
"My issue is that some sentences would get cut off in the mobi files.","sentenc issu file cut mob",1
"It would be great to be able to save off templates or styles.","",0
"It would be great also to have several pre-defined styles already loaded.","",0
"some different backgrounds would be nice too.","",0
"List of free catalogues needs updating","",0
"Out of hundreds only one book has failed to open.","",0
"Need it to read PDF files.","",0
"i just wished it also reads pdf files.","",0
"Please add a zoom feature","featur add zoom pleas",0
"I wish the full screen option would work to turn off the status bar like full screen on a movie or picture.","movi statu pictur wish bar option screen",1
"Very nifty app but one problem I have with it is that you cannot follow index links if the chm book.has page links.","link app chm index page book",0
"any way you can fix this?","",0
"Works well with ICS and my downloaded TTS,- only thing is I wish that it would support PDF.","",0
"Can not remember book I'm reading now","",0
"However, i got a txt file that contain unicodes and its over 7 megs, will crash if i switch to another apps, will not open the same file again after the switch.","file text contain gem pap crash switch",0
"This app is great only hope they add pdf files to readable","app readabl add file hope",0
"I would have give it 5 stars but unfortunately, links to footnotes are not working.","",0
"Keeps crashing while reading *.mobi file.","file read mob crash",0
"Doesn't work correctly on arnova 8 G2.","",0
"I cant open prc file as usual ?","",0
"Every time that I run the app, it crashes.","app time run crash",0
"Can't open most of my books in a readable format.","",0
"And most of all, TTS does not work.","",0
"Can't complain.","",0
"This is what ALL reader should try to catch up to.","",0
"Just great only a few things I can see that could be improved","",0
"Cannot read PRC file.","",0
"I'm installing Cool Reader 3.0.57 - 14, and I cannot load and read any PRC documents","reader instal read document load",0
"But can't open prc file, or open it for a minute, the picture doesn't show, then the apk closed.","file minut pictur close",0
"And having even larger picture option would be nice especially with graphic ebooks.","",0
"I like it and I wish it showed more info about book from online sources (e.g. Project Gutenberg) like other readers do.","project line wish reader book sourc",0
"Dissappointed that it still does not work well with tablets running android honeycomb.","honeycomb disappoint run tablet",0
"On honeycomb in night mode it is necessary for apps to dim out the bottom system menu bar that is always on screen in the android honeycomb interface.","dim system honeycomb mode night bottom pap bar interfac screen",1
"It won't open at all.","",0
"It worked so well before, but now it won't open at all :( please fix it :) 4.5stars once it is fixed","",0
"chm files do not format correctly on my Toshiba Thrive, and the embedded links do not work right.","file chm link format",0
"The only problem is long document loading time","",0
"Please make plugin for integration with litres.","plug integr pleas liter",4
"After last update, keeps crashing on ICS / Transformer 101.","",0
"I downloaded this app because I really wanted some of the functions that come with this reader, sadly it crashes 80% of the time on my Galaxy Note.","galaxi app reader time crash function note download",0
"Please fix.","",0
"Force closes a lotwhile loading the book,even reinstalld to fix it but no good.","reinstal close fix forc load lot book",0
"Cannot open PDF.useless.do not download.waste of time.download aldiko","wast ldo usel time download",0
"1) Copy your books to phone 2) Read Exactly what i need!","read phone copi book",0
"but the latest update crashes whenever I try to open a file.","",0
"THIS IS TOTALLY BULL CRAP I CANT BELIEVE IT DOESNT SUPPORT .","cant crap believ support",0
"Cannot handle heavy files.","",0
"App crashes when opening heavy (more than 10 MB) files.","",0
"On my Transformer Prime running ICS, Cool Reader crashes (""Unfortunately, Cool Reader has stopped"") when I touch the Open File icon.","file touch run reader icon stop crash",0
"Only con I can even remotely see is lack of Pdf support and better file manager .","file con remot manag support",0
"Please fix it and I will not only give it 5 stars again, but will donate to help keep it ""cool"".","star fix donat help pleas",0
", some functions don't work.","",0
"Especially annoying is that I can't turn off buttons under screen, it is very uncomfortable!","",0
"Please fix!!!","",0
"The initial page load is slower than kindle and bookmarks work, but could be refined and a little more visual.","refin kindl load page",0
"Full featured but still has some bugs, which author seems to be gaining on.","gain featur author bug",0
"After updating, i can not read vietnamese font.","",0
"A books that I can read before now can't open.","",0
"I hope it will be fixed soon Thans Samsung GT-S5660.","",0
"It would be good if the volume controls could control the volume.","",0
"Doesn't work anymore since update","",0
"I just can't say enough about this app.","",0
