"sentence","category","transformed_sentence"
"Nice app.","OTHER",""
"Nice interface, great add'l detail for stats.","OTHER",""
"Easy to used","OTHER",""
"Shouldn't have issues uploading photos taken on a phone","FEATURE REQUEST","phone upload photo issu"
"Fantastic","OTHER",""
".","OTHER",""
"and works a lot better []^__^]","OTHER",""
"Can no longer view posts on my reader!","OTHER",""
"Uninstalled and reinstalled still the same!","OTHER",""
"- Update: fixed.","OTHER",""
"love wordpress","OTHER",""
"I use it","OTHER",""
"Great app","OTHER",""
"It worked and helped me for instant.","OTHER",""
"Easiest way to keep the blog up to date from anywhere and any time.","OTHER",""
"Automatic, you Rock","OTHER",""
"So easy to use and simple to setup.","OTHER",""
"I almost use the app from my phone to post to my blogs more than I use my computer!","OTHER","post phone app comput blog"
"Excellent","OTHER",""
"It's creepy.","OTHER",""
"I can type my location out if I really want people to know.","INFORMATION SEEKING",""
"Edit: as of 09/02/14, still not removed.","OTHER",""
"Blogging on the GO!","OTHER",""
"Nice","OTHER",""
"Excellent adjunct to WordPress.","OTHER",""
"Hopefully, the latest edition will take care of the few hiccups I've experienced when trying to approve comments and pingbacks.","OTHER","hiccup ping tri comment experienc approv care edit"
"Very goood","OTHER",""
"I love that I can do my work while I am out waiting for things","OTHER",""
"Easy to login as always.","OTHER",""
"and easy to use.","OTHER",""
"love it very much.","OTHER",""
"Sports News","OTHER",""
"Not easy","OTHER",""
"Very nice stuff","OTHER",""
"I can't even log in","PROBLEM DISCOVERY",""
"Superb","OTHER",""
"I JUST GOT THE APP INSTALLED AND NOW TRYING TO HANDLE IT WITH CARE AS I PRESUME THIS BOX GOES TO EACH AND EVERY CORNER OF THE WORLD AND I DONT WANT TO FOOL AROUND.","OTHER","corner fool handl instal tri app world care box presum"
"SO FRIENDS WILL CATCH UP LATER AFTER LEARNING THIS.","OTHER",""
"TILL THEN BYE.","OTHER",""
"I installed this because I thought it might be a replacement for the webpage, but this was wrong.its so simple without any simple features, as for example being able to remove a border of an image, decide a link for an image, choosing to show thumbnails instead of full image etc.","OTHER","replac etc instal remov exampl choos link page featur imag decid border"
"Sorry to say it, compared to other blogpages apps for Android; this is almost a shame.","OTHER","pap shame android compar sorri blog page"
"Very Nice","OTHER",""
"Please resolve the issues!!","OTHER",""
"When I uninstalled it, it removed my web browser with it.","OTHER","web browser remov instal"
":/","OTHER",""
"This a very very good app for bloggers.No matter wherever you are, you just can't stop bloging :-) Loving it &lt;3","PROBLEM DISCOVERY","matter app love globe blogger"
"My WordPress app for mobile blogging","OTHER","pre app word blog"
"Awesome","OTHER",""
"Problem inserting media like jpeg mp3 ect.","OTHER","medium insert etc peg"
"Otherwise it's useful and good","OTHER",""
"Ggg","OTHER",""
"Nice tool","OTHER",""
"A bit different with web version.","OTHER",""
"Hope they would add features for formatting text","OTHER","format hope featur add text"
"Good app","OTHER",""
"Thank you for the upgraded version :)","OTHER",""
"I can't login because of two step authentication.","PROBLEM DISCOVERY",""
"Why isn't there an option to have an SMS authentication?","INFORMATION SEEKING",""
"I uninstalled and won't reload until this is fixed.","OTHER",""
"good work on samsung gelaxy s 5360","OTHER",""
"Can there be any way to change and increase the font size, it is too small!!","INFORMATION SEEKING",""
":(","OTHER",""
"Good","OTHER",""
"The app is really good but you have too fix the writting issue I write something and then when I go fix something I wrote and come back to writing from where I stopped It wont work it wont let continue the wrtiting thingy just jumps between a word I wrote at the start and wont let me write anywhere else!!!!","PROBLEM DISCOVERY","wont stop jump app word start fix wrote continu write issu"
"A great app for blogging in the easiest way.","OTHER",""
"There are tyms the post made me post twice","OTHER",""
"Brilliant app.","OTHER",""
"Love the new interface !","OTHER",""
"However, doesn't work with 2-step authentication enabled.","PROBLEM DISCOVERY",""
"I wouldn't turn it off just so I can use the app.","INFORMATION GIVING",""
"Please add a fix to this and keep it awesome.","OTHER",""
"Thanks.","OTHER",""
"Would be nice if we can reply comments directly from the app.","FEATURE REQUEST",""
"Would give 5 star if that feature works!","OTHER",""
"Can't log me in my self hosted site","PROBLEM DISCOVERY","host site self log"
"It's cool","OTHER",""
"Not bad at all.","OTHER",""
"It refuses to let me sign in via the app, but no problems when I use the mobile site.","OTHER","refus app sign site"
"So, I can't rate it anything: it doesn't work for me.","PROBLEM DISCOVERY",""
"Not correct statistics","OTHER",""
"Love","OTHER",""
"Nice app.","OTHER",""
"Easy to use","OTHER",""
"Good organized app, but the data consumption is incredible high.","OTHER","organ datum app consumpt"
"Can't use without WiFi because of this.","PROBLEM DISCOVERY",""
"Sad :(","OTHER",""
"Blog","OTHER",""
"Fantastic bro","OTHER",""
"Love these features update in the run","OTHER",""
"I tried so many times to post some things but all it told me was to upgrade and i dont know how to","OTHER","tri post time told"
"I've been following a lot of blogs but when i open the app it doesnt show the blogs im following and im really fustrated right now.","PROBLEM DISCOVERY","follow app lot blog"
"Please fix this.","PROBLEM DISCOVERY",""
"I'm new in the world of bloggers.","OTHER",""
"It's a good app for a fast blog.","OTHER",""
"I can access blogs easily by this app.","OTHER",""
"It have a easy to use user interface.","OTHER",""
"Helped me a lot.","OTHER",""
"Thanks devs.","OTHER",""
"Keep it up.","OTHER",""
"very ok","OTHER",""
"The design and usability of this app is very good but recently I enabled two step authentication and started having problem.Even after selecting to remember my code for 30 days, it logs me out immediately after login if I try to browse different sections of the app like comments.","OTHER","select tri brows comment app design day log section enabl start rememb authent login code step usabl"
"Please fix the problem with two step authentication and it will be a five star app.","PROBLEM DISCOVERY","star app fix authent pleas step"
"Thanks wordpress","OTHER",""
"Love that I can refresh the reader feed then read the posts (sometimes with images) while offline (/on the tube underground).","OTHER","underground reader tube line post read refresh imag feed"
"Would be great if it had a bookmark function in addition to 'like', and would be good to copy and paste, but overall very usable and good app.","FEATURE REQUEST","addit past function app bookmark copi"
"Good","OTHER",""
"I remember when all i had was my blog.","OTHER",""
"Now all i have is .","OTHER",""
"my blog.","OTHER",""
"Great.","OTHER",""
"Awesome","OTHER",""
"Download it, write it, publish.","OTHER",""
"Repeat","OTHER",""
"Very useful app","OTHER",""
"I like thise,","OTHER",""
"Nellai kings sports club","OTHER",""
"Nice","OTHER",""
"The app is fast and smooth, way better than the mobile WordPress site.","OTHER","pre app word site"
"Why is the co schedule option to create messages missing in the app, please add that feature.","INFORMATION SEEKING","miss schedul creat add option pleas featur messag"
"WordPress is amazing and the android/iOS apps make it even more fun.","OTHER","pap pre word fun android"
"The apps have the basic functionality with some cool features too.","OTHER",""
"There are a few glitches that can be rid of, and the app made better.","OTHER",""
"But over all its a fine app.","OTHER",""
"we really need for the default New Post setting to be ""draft"", not publish.","OTHER","publish set post default draft"
"so easy to publish accidentaly when begining a new post.","OTHER",""
"Thank you.","OTHER",""
"love the app.","OTHER",""
"Love the simplicity.","OTHER",""
"Every time i post something it show the post is failed to upload.","PROBLEM DISCOVERY","fail upload post time"
"After 3 or 5 attempts it upload my post.","OTHER",""
"I will give 5 star if you solve the problem please","OTHER",""
"Good","OTHER",""
"I installed this app on my acer tablet and it won't even start, can't log in or do anything it close it self when I try to open it, please fix it.","PROBLEM DISCOVERY","instal tri app acer log close start fix tablet pleas"
"/just got an update and it won't let me log in it starts and the header says word press but there is no were to sign in hope it works tomorrow.","INFORMATION GIVING","hope tomorrow updat header pre word log start sign"
"There is a learning curve but overall it is a nice gateway to my blogs.","OTHER",""
"As long as i can read the reviews its all right for me","OTHER",""
"Outstanding.","OTHER",""
"Software","OTHER",""
"The app doesn't seem check whether if an image or featured image attached into the post is already uploaded to the media library.","OTHER","app medium post attach librari check featur imag"
"Everytime I updated a post or draft, let's say 3 times all images will also be uploaded 3 times.","INFORMATION GIVING","draft post imag time updat"
"Sometimes the app says media upload error and if I try to update it back now found several duplicates of all the attached images.","INFORMATION GIVING","updat found tri app medium duplic imag error attach"
"The set featured image also isn't working and rather insert the image into the post.","PROBLEM DISCOVERY","post set insert featur imag"
"Love it, aside the fact that I can't get scheduling to work","PROBLEM DISCOVERY",""
"Great Apps.","OTHER",""
"I love it!!","OTHER",""
"7h","OTHER",""
"I installed this to make blogging from my tablet easier, but it doesn't seem to have any features that would actually do that.","OTHER","tablet blog featur instal"
"Simple, nice feature, but quite difficult when i want resize the photo in article.","OTHER","articl featur resiz photo"
"Love WP.","OTHER",""
"Period","OTHER",""
"Masha, allah","OTHER",""
"Word","OTHER",""
"Can you please make two different tabs so that a user can quickly switch between visual editor and the HTML editor while composing a post?","OTHER","compos editor switch user post pleas tab"
"That would certainly make editing and composing a lot more productive!","OTHER",""
"I downloaded it so that I can write my posts on my S4 wherever I am.","OTHER","download post write wherev"
"Sadly it does not update nor save my changes.","INFORMATION GIVING",""
"Uninstalling.","OTHER",""
"I am better off writing on an email for blog posts.","OTHER","email post write blog"
"Perfect app for blog lovers","OTHER",""
"not bad.tho it loads for long.","OTHER",""
"Awsome and easy function.","OTHER",""
"Forever freezing and force closing","PROBLEM DISCOVERY",""
"Aswell as pictures not loading","OTHER",""
"Very usefull app.","OTHER",""
"Good luck for dev.","OTHER",""
"There no apps as good as wordpress for me to blog","OTHER","pap pre word blog"
"Good app","OTHER",""
"It's a reli gr8 app","OTHER",""
"Nice app love it","OTHER",""
"Love love","OTHER",""
"Just what i needed","OTHER",""
"Never found a misbehaviour.","OTHER",""
"This app is the best blogging app I've ever had.","OTHER",""
"Simple, but still has a lot of options, and everything is so logical and easy.","OTHER",""
"Much better than Blogger which has almost nothing, and amazing on its own.","OTHER",""
"I switched from Blogger to Wordpress because its so much better!","OTHER","switch word pre blogger"
"Now I cant live without it.","PROBLEM DISCOVERY",""
"I luv dirty pussys","OTHER",""
"I like it","OTHER",""
"the app installs and opens but I can't get any of the features to work.","PROBLEM DISCOVERY",""
"it says posts can't be pulled up, media errors out, stats need jetpack installed do I want to install it, I say yes, it tries to install but errors out.","PROBLEM DISCOVERY","pull instal tri stat medium jet error post pack"
"Its easy to use, Wordpress make me enjoy to create my daily note.","OTHER","creat pre word enjoy note easi"
"Looking blood shed in Islamabad","OTHER","slamabad shed look blood"
"Great","OTHER",""
"I love dx app.please include in app upgrade.","OTHER","pleas upgrad love includ"
"Longer posts don't load fully, they're suddenly cut off.","OTHER",""
"I am loving it!!","OTHER",""
"Automattic responded promptly to an issue which I had, so great service from the team there.","PROBLEM DISCOVERY","respond team servic issu"
"Really helpful, great app, and a fabilous hosting service.","OTHER",""
"Normally a great app, but it's  so buggy lately.","OTHER",""
"Have to edit the pic then upload it so I don't get a media error.","PROBLEM DISCOVERY","medium pix upload error edit"
"After that I have to delete 4 posts because it publishes 5 posts.","PROBLEM DISCOVERY",""
"Getting really old.","OTHER",""
"I get a error message when I try to post images.","INFORMATION GIVING","tri error post imag messag"
"Please fix thus","PROBLEM DISCOVERY",""
"Simply perfect need some fix about speed post update","OTHER","speed post fix updat"
"Love the simplicity","OTHER",""
"Great!","OTHER",""
"Really a great application to blog on the go.","OTHER",""
"Like it.","OTHER",""
"Very useful.","OTHER",""
"NEED","OTHER",""
"I get to read new posts, see comments and reply on the app but when I open my WP account on my PC, I still see comments unread even if I've read, replied & approved them.","OTHER","comment repli app approv post unread read account"
"Uploading photos still nightmarish so I continue to post from the PC.","OTHER","post continu upload nightmarish photo"
"New to blogging , never thought it would be this easy and manageable","OTHER",""
"I really enjoy using this app when I'm blogging.","OTHER","use app enjoy blog"
"@Joemurder666 @2015 #2014","OTHER",""
"WordPress great","OTHER",""
"It is very good app for knowledge sharing.","OTHER",""
"Articled from eminent writers makes it outstanding.","OTHER",""
"It is good for new generation","OTHER",""
"Perfect","OTHER",""
"Blogs I follow doesn't display anything.","PROBLEM DISCOVERY",""
"Your app doesn't work.","PROBLEM DISCOVERY",""
"Absolutely brilliant in my opinion","OTHER",""
"I blog regularly and this app is superb for that especially when it comes to just text.","OTHER","text superb app blog"
"Love WordPress.","OTHER",""
"Works Great !!!","OTHER",""
"Please fix featured images.","PROBLEM DISCOVERY","pleas featur fix imag"
"Putting them in the post itself is not effective at all.","OTHER",""
"A simple set featured image box is all I need.","OTHER","set box featur imag"
"Also support for custom fields would be nice for post formats.","FEATURE REQUEST","field format custom post support"
"Also thank you for multiple blog support!","OTHER",""
"It does what it's meant for and nothing less.","OTHER",""
"I m using this app.","OTHER",""
"Its awesome.","OTHER",""
"Now i can write my blog from mobile.","OTHER",""
"Its easy and best.","OTHER",""
"Haappy with WordPress.","OTHER",""
"Nice","OTHER",""
"Good.","OTHER",""
"Not bad","OTHER",""
"Apik.","OTHER",""
"I come across a whole new world of errors like.","OTHER",""
"Error 404, 403, no peer certificate, unfortunately WordPress has stopped working, this username or email address is not registered, incorrect password (i know its the right one!)","OTHER","stop certif name pre word user error email peer incorrect password addr"
", etc, etc.","OTHER",""
"O yes avi","OTHER",""
"I like it need more flexibility in choosing backgrounds for posts","FEATURE REQUEST","post background choos flexibl"
"I love to have it","OTHER",""
"Great app for blogs and sharing photos and moments.","OTHER","moment app share photo blog"
"Some of the features are confusing to use.","OTHER",""
"Save your time","OTHER",""
"Dami 6","OTHER",""
"Like it","OTHER",""
"I looked at the html and for some reason the app is removing all the ""angle brackets"" from the code.","OTHER","reason look remov app bracket code"
"So the photos do not post.","OTHER",""
"I am really looking forward to using this all when it works.","OTHER",""
"Still not working after the last update.","OTHER",""
"I got 403-illegal everytime I tried to post.","OTHER",""
"Tried to un-install and re-install and now I can't log on.","PROBLEM DISCOVERY",""
"Will get back to 5 stars when I can use it again","INFORMATION GIVING",""
"Aug '14: WP, YOUR ANDROID APP NEARLY MESSED ME UP by not syncing desktop edits!","OTHER","app android mess sync desktop edit"
"NOT COOL!!","OTHER",""
"2 stars.","OTHER",""
"Old review: it often thinks mobile edits r more important than local edits, then asks if you want to overwrite but a lot of times that's NOT what I want but there's no other choice.","OTHER","choic lot overwrit review time edit"
"Ultimately, I get so confused I find myself uninstalling and reinstalling alot.","OTHER",""
"Crazy I know.","OTHER",""
"great productivity booster -I recommend this to colleagues.","OTHER","booster colleagu product recommend"
"also, an update fixed another bizarre unrelated save issue","OTHER",""
"The app has improved big time in the last 8 months!","OTHER","improv app time month"
"Instead of just writing simple posts, it has more advanced features now!","INFORMATION GIVING",""
"Keep up the great work!","OTHER",""
"It could have been great!","OTHER",""
"Now it's just about being good.","OTHER",""
"Why fix it if it ain't broke?","INFORMATION SEEKING",""
"I like this app.","OTHER",""
"Installed it once in my BlackBerry and it worked well.","OTHER",""
"This one for Android is even better.","OTHER",""
"!","OTHER",""
"It will be nice if the photo's size can be set using this app like in PC.","FEATURE REQUEST","use set size app photo"
"Love this app!","OTHER",""
"Nothing like easy access to my blog right from my phone","OTHER",""
"What's the point if I can't post to my own blog.","PROBLEM DISCOVERY",""
"Would be ideal if I could manage my blog from my phone, but it doesn't work.","PROBLEM DISCOVERY",""
"Please fix.","PROBLEM DISCOVERY",""
"I like this app, keeps me updated in blogging world","OTHER",""
"Helps me write on the go, I can start it on my phone or tablet and pick up where I left of on the computer seamlessly.","OTHER","left pick comput start tablet phone write help"
"Love this app!","OTHER",""
"Very easy to create posts","OTHER",""
"Does not work with WordPress installs on your own host even though it's the same software.","PROBLEM DISCOVERY","host softwar pre word instal"
"I love it !","OTHER",""
"Great app","OTHER",""
"All the features that the web version offers in mobile size!","OTHER","offer featur size version"
"Simply amazing","OTHER",""
"Ideal for creating new content and making quick edits on free or self-hosted WordPress sites.","OTHER","host site creat pre word content ideal edit"
"This app is so useless.","OTHER",""
"I love Wordpress my girlfriend & me have a blog where we post our Interrail Adventures, but this App is awful!","INFORMATION GIVING","love rail pre app girlfriend word post adventur blog inter"
"Every time I tried to upload pictures it worked for some, then suddenly, after hours of working on it - everything just disappeared!!!!","OTHER","tri upload disappear hour pictur time"
"Or I clicked ""publish"" , I would wait for hours and it just wouldn't upload (with excellent wifi connection).","OTHER","wife publish upload wait hour connect"
"It's frustrating as we've put so much effort into it and then some posts just disappeared.","OTHER","effort frustrat post disappear"
"I definitely don't recommend this App!","OTHER",""
"This is what i need!","FEATURE REQUEST",""
"it's good for our future.","OTHER",""
"Outstanding mobile WP interface.","OTHER",""
"It's very easy to use.","OTHER",""
"Auto save as Draf.","OTHER",""
"smart Edit.","OTHER",""
"!!","OTHER",""
"Love","OTHER",""
"ILOVEDIT","OTHER",""
"I lost my diary.","OTHER",""
"Had an issue where through June and most of July I could not upload blogs.","PROBLEM DISCOVERY","uli blog upload issu"
"The WP staff worked with me through a series of emails to sort out the issue.","OTHER","seri issu staff email sort"
"Since the update, WP is back to business as usual for me.","OTHER",""
"Good to know the staff are working hard to keep people happy.","OTHER",""
"It may have taken awhile but they've regained my 5 star rating.","OTHER",""
"I can not use this app because it needs the xmlrpc to access my website.","FEATURE REQUEST","proxim app websit acc"
"My web hosting provider blocked the xmlrpc due to the brute force attacks exploiting the xmlrpc since 2014-07.","PROBLEM DISCOVERY","brute host proxim attack block provid web exploit forc"
"I hope that there will be another way to use this app.","OTHER",""
"While you're on mobile and want to update your site on the go.","INFORMATION GIVING",""
"Well this is it.","OTHER",""
"-","OTHER",""
"Very very like it for blogging","OTHER",""
"Gets better","OTHER",""
"very good","OTHER",""
"OK I can post.but it always says the post failed.","PROBLEM DISCOVERY",""
"This causes me not to be able to edit in the app due to a copy not being available due to the error.","PROBLEM DISCOVERY","caus error copi app edit"
"Also WordPress will no long post videos in a player from youtube.","INFORMATION GIVING","tube pre word player video"
"Its hassle free and works smoothly.","OTHER",""
"Havey","OTHER",""
"Visit chatmate.tk","OTHER",""
"Love it!","OTHER",""
"Can read posts.","OTHER",""
"Cannot upload.","PROBLEM DISCOVERY",""
"Trying since three days.","OTHER",""
"Time outs, connection reset and peer certificate errors and the kind.","OTHER","certif reset error peer connect time"
"Frustrating.","OTHER",""
"I loved it!","OTHER",""
"V lp","OTHER",""
"Good","OTHER",""
"One of the Best Apps Ever","OTHER",""
"Great.","OTHER",""
"i love it","OTHER",""
"Have had login issues during sessions.","OTHER",""
"1of two things that could happen!","OTHER",""
"Everyone should rate 3 stars.","OTHER",""
"Cool but how do you change profile pic?","INFORMATION SEEKING",""
"Perfect for education modules","OTHER",""
"Great free blogging app","OTHER",""
"Cool.","OTHER",""
"This app is ok, but it won't let me like posts!","OTHER",""
"Please fix!","PROBLEM DISCOVERY",""
"I always get void image error and fomat error whenever am uploading media files Luke pictures only","PROBLEM DISCOVERY","medium pictur error file imag"
"I can't login to my self-host blog in android WordPress app (it was working fine) then i try to login in my iPhone and it log me in :( , please fix it because i try everything in WordPress troubleshooting page","PROBLEM DISCOVERY","host troubleshoot tri pre word log fix self blog page pleas login phone"
"I have tried logging in to self hosted sites.","OTHER","tri site host self log"
"Can't log in I keep getting incorrect passwords/user names.","PROBLEM DISCOVERY","name password get log"
"If I got this error for just one site I would assume it's user error.","PROBLEM DISCOVERY",""
"But I get this for every single site.","OTHER",""
"I couldn't find a solution on the forum.","PROBLEM DISCOVERY",""
"I think I will delete the app for now.","OTHER",""
"A nifty little app that lets you post to WordPress on the go.","OTHER","post app word pre"
"I love this app","OTHER",""
"I like the app because of it's convenience, however I wish it would sync to my admin page so that if I started a post on the app I can finish it on my computer.","FEATURE REQUEST","wish app comput start sync post page adman finish"
"Also it would nice if the text editor had text alignment.","OTHER",""
"Now I can manage my site from my phone.","OTHER",""
"This app just ate a post I spent 30 minutes writing.","INFORMATION GIVING","ate app minut post spent write"
"Additonally, it doesn't have any of the proofreading tools the website does.","OTHER",""
"4 my phone","OTHER",""
"MANTAAAP!!!!","OTHER",""
"Its good aplication","OTHER",""
"The best apps.","OTHER",""
"+*+*+**","OTHER",""
"Beautiful","OTHER",""
"Great app to use on my galaxy tab 3.","OTHER",""
"I iust have one issue, I can't give pages over to parent pages so that they appear beneath them on the homescreen menu.","PROBLEM DISCOVERY","menu page screen suit home appear issu"
"Fix that and I think we are set","OTHER",""
"Deletes locally saved posts, posts empty posts, takes forever to upload a few lines of text and a dozen photos.","OTHER","save text dozen upload photo line post delet"
"I will not be using WordPress ever again because of this garbage app.","PROBLEM DISCOVERY","use pre app word garbag"
"Worked for a while and then endless problems.","OTHER",""
"Should be able to access forum from app.","FEATURE REQUEST",""
"Use an alternative site like blogger or something.","OTHER",""
"I have lost a lot of hard work and my patience is at an end.","OTHER",""
"I would give it 0 if I could.","OTHER",""
"Just this week, my posts stopped refreshing.","OTHER","refresh post stop week"
"I removed my self-hosted site and added it back, but I'm still having the same issue.","PROBLEM DISCOVERY","host issu remov self site"
"Been over a week and all I've gotten is one email asking what site I was trying to connect to.","OTHER","tri gotten week email connect site"
"No support.","OTHER",""
"No answers.","OTHER",""
"Blocked access from my IP from too many failed login attempts.","OTHER","fail login attempt acc"
"Needless (and sorry) to say, the app is been uninstalled.","OTHER",""
"This enable me to keep updating my blog from my cell phone.","OTHER","blog phone cell updat"
".and I love it cuz it saves lots of time","OTHER","save lot love time"
"I love the app.","OTHER",""
"Nice that I can push a bunch of images at once via share from gallery.","OTHER","bunch push galleri imag share"
"Would be better if I could select multiple images from within the post.","FEATURE REQUEST",""
"Not sure why people are having issues with self-hosted.","PROBLEM DISCOVERY","host person self issu"
"I've had no such issues.","PROBLEM DISCOVERY",""
"Here's hoping this upgrade doesn't foobar things.","OTHER",""
"Already good but for new people kinda hard make the app more easy use please :)","OTHER","kinda pleas app person"
"Please add option for uploading files with app","FEATURE REQUEST","file upload add app option pleas"
"Love using this app.","OTHER",""
"It makes it so easy to do small website fixes for work while on the go.","OTHER",""
"Osom","OTHER",""
"I use this app for a self-hosted site and it's a lifesaver.","OTHER","lifesav host app self site"
"I'm usually not in a place where I can access my control panel by PC, so when I get an idea for a blog post, I'm able to start it here on the app.","OTHER","app start idea control post blog panel acc"
"Is it a complete replacement for the PC site?","OTHER",""
"No.","OTHER",""
"But it does exactly what I need it to do while I'm not at my desk.","FEATURE REQUEST",""
"Great","OTHER",""
"WordPress is awesome for me!","OTHER",""
"I appreciate the improvements in each revision.","OTHER",""
"Keep up the good work team.","OTHER",""
"Mobile Word Press users really need you to get it right.","FEATURE REQUEST",""
"Highly Recommended for New and anyone who loves to Blog.","OTHER",""
"Mantap bro!","OTHER",""
"It's a little confusing at first but once you figure out how everything flows you're in action.","OTHER","confus figur action flow"
"Blogging on-the-go.","OTHER",""
"Worth it :-)","OTHER",""
"Sometimes freezes","OTHER",""
"Love it","OTHER",""
"It would be better if you can add the ability to stick posts","FEATURE REQUEST","abil post stick add"
"Twice I've experienced blogging using only my phone to upload posts and it won't upload.","OTHER","use phone post upload blog"
"Idk what's wrong.","OTHER",""
"For me (blog lover), this app (overall) is easy to use, eye-catching theme and quick time-load.","OTHER","load app eye theme catch blog time"
"Nice job!","OTHER",""
"^_^","OTHER",""
"I usually have a lot of pictures in a single post for my travel blog.","OTHER","travel pictur post lot blog"
"The app does not allow more than one picture to be added at a time - to the post or the media library.","OTHER","allow app medium librari post pictur time"
"It's very time-consuming to have to navigate to each image individually in order to include it in the post/library.","OTHER","includ post navig librari consum imag time"
"Allowing multiple images - at least to the media library - would be very welcome.","OTHER","allow librari medium imag"
"For me this is an important feature as i like to record where it is i've been traveling.","OTHER",""
"While still being slightly buried the new  set up doesn't work with postcodes and wont let me view a map to confirm correct location.","PROBLEM DISCOVERY","postcod locat confirm view buri map set"
"Why not use a small map and overlay crosshairs to allow confirmation or manual alteration?","OTHER","allow overlay confirm hair map cro alter"
"Nice update.","OTHER",""
"But i hope some feature like a keyword post or support with plugin seo","OTHER","hope keyword plug support post featur"
"Brilliant","OTHER",""
"Posts or pages can't be refreshed.","PROBLEM DISCOVERY",""
"Can't upload a post or pic.","PROBLEM DISCOVERY",""
"What's the point of this app?","INFORMATION SEEKING",""
"Super efficient, effective and quick!","OTHER",""
"Has everything I want in a WordPress Android client.","OTHER","client pre android word"
"The Jetpack stats integration is awesome.","OTHER","integr jet pack stat"
"Why it took so long to publish?","INFORMATION SEEKING",""
"Good but i expect a little more, just a little to attain the perfection","INFORMATION GIVING",""
"Basic but it works.","OTHER",""
"Easy to use, works effectively both online and offline and it helps you manage your website wherever you are.","OTHER","line manag wherev help"
"Use this for my company website and blog.","OTHER",""
"Very easy to snap a pic and upload straight to the blog when I need to.","OTHER","blog snap straight pix"
"So convenient!","OTHER",""
"Allows you to check stats & reply to comments too.","OTHER","allow repli comment check stat"
"The up & coming next big thing in social networking.","OTHER",""
"Good work guys!","OTHER",""
"And the technical team responds back to you (y) Need I say more?","OTHER",""
"So convenient!","OTHER",""
"Allows you to check stats & reply to comments too.","OTHER","allow repli comment check stat"
"The up & coming next big thing in social networking.","OTHER",""
"Good work guys!","OTHER",""
"And the technical team responds back to you (y) Need I say more?","OTHER",""
"I use the app more than the website, faster and simpler.","OTHER",""
"Functional and ever improving.","OTHER",""
"I use it regularly but wish when I share a video from YouTube it would post it correctly instead of posting just a link.","INFORMATION GIVING","tube video post share link"
"Otherwise nice app","OTHER",""
"The app is so much easier to post and upload pictures.","INFORMATION GIVING",""
"App is much more user friendly than it has been in the past.","OTHER",""
"I appreciate the updates to the media library as a photographer","OTHER","medium librari photograph appreci updat"
"""an error has occurred"" when I try to mark comments as spam, individually or grouped.","OTHER","mark tri comment occur pam error"
"this my report.","OTHER",""
"not emailing, not joining a forum.","OTHER",""
"just fix the issue.","PROBLEM DISCOVERY",""
"Good to see WordPress updating their apps regularly.","OTHER","pap pre word updat"
"Keep up the good work!","OTHER",""
"For months,  I have been unable to login my self hosted blog using this app.","PROBLEM DISCOVERY","use host app month self blog login"
"The app crashes as soon as I try to login.","PROBLEM DISCOVERY",""
"I've received no assistance.","OTHER",""
"It is as if they are ignoring any users afflicted with this problem.","OTHER",""
"Loved this.","OTHER",""
"I am impressed.","OTHER",""
"Very good app.","OTHER",""
"Easy to handle","OTHER",""
"Handy and fairly stable.","OTHER",""
"Now I love it more and Mobil -y","OTHER",""
"Great blog app","OTHER",""
"Wordpress for android help me to keep in touch with my blog.","OTHER","pre touch word android blog help"
"Its become easier since I installed it in my Moto G. Love it!","OTHER",""
"Cause help more to keep writing whenever amd wherever I want.","OTHER","caus write wherev help"
"As easy as send text.","OTHER",""
"Good job!","OTHER",""
"I like","OTHER",""
"Okeh","OTHER",""
"Simply loved it.","OTHER",""
"I jus lov tis app n its really usefull.","OTHER",""
"So good","OTHER",""
"Awesome","OTHER",""
"Got to admit it,its driving me crazy","OTHER",""
"Gandhoss","OTHER",""
"Themes cant be chosen,cant upload photos, .posts cant be edited as text.Needs improvement.","PROBLEM DISCOVERY","improv photo cant post theme chosen edit"
"I just go on my vacation then start thinking about install thus cool stuff.","OTHER","think start stuff vacat cool"
"More features and theme please!","OTHER",""
"I've been using, let me rephrase.","OTHER",""
"TRYING to use, this app during my travels to updates friends and family of my trip.","OTHER","travel trip famili updat tri friend app"
"However, photos won't upload, sometimes it forces close, and at one point it posted a blank entry after I spent almost an hour typing it ARGGGG!!!","INFORMATION GIVING","rgo upload hmi photo type post forc spent entri"
"Please improve the UI","FEATURE REQUEST",""
"I have trouble refreshing my posts.","OTHER",""
"Works fine on WIFI, but doesn't refresh/update when I'm connected directly to my carrier's network.","OTHER","wife updat fine carrier connect refresh network"
"This app is great.","OTHER",""
"It wouldn't let me add my self hosted blog for a few weeks.","FEATURE REQUEST","host week add self blog"
"Now it lets me.","OTHER",""
"Weird","OTHER",""
"I like word press its the best","OTHER",""
"Its great","OTHER",""
"Good app though not useful for me","OTHER",""
"GREAT APP","OTHER",""
"light","OTHER",""
"Nice app  but improve","OTHER",""
"Yeah","OTHER",""
"If you have a wordpress url and you wish to make more regular updates.","OTHER","wish pre word updat"
"Sketch artikels before publishing them or change variables in your settings on the go.","OTHER","publish articl chang sketch set variabl"
"This is a absolute must have.","OTHER",""
"The app does not want to download and I do not understand why !?","INFORMATION SEEKING",""
"It keeps saying "" application cannot be installed in the default installation location "" .","PROBLEM DISCOVERY","say instal locat default applic"
